http://edge.oncology.wisc.edu/agilentarrayinfo.php?arrayid=
./agilentfeatureinfo.php?featurenum=
TE A1 Corn Oil 10 ml/kg 48hrs
TE A3 Corn Oil 10ml/kg 48hrs
TE A2 Corn Oil 10 ml/kg 48hrs    
BLANK
TE E1 Aroclor 1260 200mg/kg
TE E3 Aroclor 1260 200mg/kg
TE E2 Aroclor 1260 200mg/kg 48hrs
BLANK
TE C2 Wy-14643 50mg/kg 48hrs
TE C1 Wy-14643 50mg/kg 48hrs
TE C3 Wy-14643 50mg/kg 48hrs
BLANK
TE B1 TCDD 10ug/kg 48hrs
TE B2 TCDD 10ug/kg 48hrs
TE B3 TCDD 10ug/kg 48hrs
518
519
538
-99
520
521
540
-99
530
531
532
-99
533
534
539
33358	 Cyp11a1 	NM_019779 	0	1	-1.1944470440064	-2.1521275150183	-9999	1.2170205175739	1	-2.1043646610209	-9999	1.0230492468777	-1.2133606320892	1.0441379961188	-9999	-2.1446478921769	-1.2599810110735	-1.4739135111946
44308	 Cyp11a1 	NM_019779 	0	1	1	1	-9999	-3.3275684658888	1	1	-9999	-1.0928365208312	-1.2218474871616	1.2430065009019	-9999	-1.5243335205482	-1.8861490100247	-1.3291347111106
9772	 Cyp11b2 	NM_009991 	0	-1.9725862430544	-2.907193908639	-1.104164550788	-9999	-1.6722684646847	-1.0189260368297	1.9299941827923	-9999	-1.9565412111784	-1.1598280292068	-1.1925593452038	-9999	1.2213344293246	-1.644197562371	1.2907852678004
5020	 Cyp17a1 	NM_007809 	0	-3.8815304724765	-3.8261853102387	-2.6702627658798	-9999	-3.2663069877295	-1.8063711981991	-2.1181855450824	-9999	-3.417377848496	-1.6874658788283	-3.1036590061845	-9999	-4.038220228961	-2.8194668972702	-1.5183888292467
2779	 Cyp19a1 	NM_007810 	0	-7.1823406606361	-4.7378357429652	-1.10396295427	-9999	-2.1945475738125	-1.2234062645296	-1.2178012065478	-9999	-2.8742596623781	-1.3421807322918	-1.828125472455	-9999	-3.3027142479597	-1.7378648528773	-1.2072986082876
21124	 Cyp19a1 	NM_007810 	0	1	-1.0328101563428	1	-9999	-2.7300525076854	1	1	-9999	1	-1.0094452063497	-1.2525944987546	-9999	1	-1.1296949828737	1.2610926659482
34474	 Cyp1a1 	NM_009992 	0	-1.3356817744227	1.1146622673761	1.0608945051265	-9999	2.0393510930272	1.460501475284	2.4811270295968	-9999	2.8907464434958	1.3721449765731	6.0059816365782	-9999	228.8495169152	73.737770101315	104.27975448505
898	 Cyp1a2 	NM_009993 	0	2.4435655853874	2.6550701492197	1.9504103818998	-9999	1.5752591103784	1.3558136438624	2.0481228366554	-9999	-1.1335654485458	1.7569321902991	-1.2452025460275	-9999	6.0158777184483	5.2564434919106	10.403033571587
38709	 Cyp1a2 	NM_009993 	0	2.8131053715354	3.2452263976317	2.0834064291029	-9999	1.661303576376	1.4105029539018	1.9914939894576	-9999	-1.3191889352822	1.4045267014944	-1.261223342511	-9999	13.804160494911	13.228786274193	15.73874141337
3771	 Cyp1b1 	NM_009994 	0	1.4593282845415	2.4008996041001	1.1558218493612	-9999	3.1342382037813	-1.8513562646611	-1.6660652263287	-9999	3.6817220624356	-1.1641362153522	1.0957765445882	-9999	17.996580774417	16.37834443332	2.6401645779406
9856	 Cyp1b1 	AK016699 	0	-2.0567476037685	-3.4246327062272	-2.1470294424258	-9999	-2.9653024745287	-1.360958868619	1.6404462307724	-9999	-1.74313892111	-1.5405365264857	-1.7786438703119	-9999	1.1448426492834	-1.6809353094448	-1.4986941082868
1378	 Cyp20a1 	NM_030013 	0	1.2315878619072	1.1121902922008	1.4537542587595	-9999	1.5565174719034	-1.4263759249476	-1.5071795749458	-9999	-1.0781986904227	-1.2124356563812	1.2526749706707	-9999	1.4670637967911	1.5140980495544	1.1079253515207
41711	 Cyp21a1 	NM_009995 	0	1.5919154583767	2.0592069720769	1.5212654431229	-9999	1.3461826842792	1.4061899832854	1.0532900946201	-9999	1.6766677077491	1.099932666013	1.136432119794	-9999	1.3214781905347	1.4844719645225	1.327862175232
21854	 Cyp24a1 	NM_009996 	0	-1.0615493775301	1.4775901931343	1	-9999	1.1288371666323	2.0519179941163	1.0436339535998	-9999	-2.1950024028663	-1.0869933821101	1.4577733281985	-9999	1	-1.3509180361474	1.1339181320843
29221	 Cyp26a1 	NM_007811 	0	-4.6712057840269	-5.6708217970844	-9.2640950012441	-9999	-8.8760553137043	-6.2652297286514	-6.7022249472456	-9999	-8.0811468722432	-1.3797201279042	-1.1418682567545	-9999	-3.6667559045728	-4.7600882014553	-1.2436317469095
3514	 Cyp26b1 	NM_175475 	0	-8.744661441788	-5.7671599955332	-1.8738723370622	-9999	-8.1244879709142	-5.9899334876384	-11.561921063549	-9999	-3.7363452535945	-1.2029342768299	-4.988029347236	-9999	-14.005867065717	-4.6150881432342	1.1356847654092
10618	 Cyp27a1 	NM_024264 	0	1.0884933998187	1.4393154922496	1.0696372037584	-9999	-1.8401278570047	-1.2101616889261	-1.1312773710076	-9999	-2.7848191708892	1.9901004595907	-1.6261702065905	-9999	-1.4903422035865	-1.6793916905013	1.3893094827298
3021	 Cyp27b1 	AB006034 	0	-1.0313284541152	1.091904108222	1.9818646895315	-9999	-1.2473585262951	-1.1844182757572	-1.0366587076619	-9999	-1.455680284403	-1.2549744959047	-1.2244072711687	-9999	-1.7395383192397	1.6478246680919	1.0033954792424
5237	 Cyp27b1 	NM_010009 	0	-1.6015186482519	-1.2410466311256	1.2158760389987	-9999	-1.2975108554439	1.4775527685596	1.0891984132854	-9999	-1.5452864625888	-1.273529472433	-1.2632607422858	-9999	-1.6899700187726	1.071106858033	-1.2353496598936
36879	 Cyp2a12 	NM_133657 	0	1.066206191105	1.1591974043465	1.1643839219992	-9999	-1.04282299714	-1.001049721167	-1.0161661410559	-9999	-1.1398741372314	1.4074500797832	-1.5415052210057	-9999	-1.2853606491208	-1.003226833963	1.0284012598344
22754	 Cyp2a4 	NM_009997 	0	-7.8047860070192	-4.2052711138116	-5.2296906504504	-9999	-2.1793952499213	-4.5139110840098	-2.2559995048929	-9999	-2.8795922761659	-4.6970372025986	-3.2474090750149	-9999	-3.5252587563275	-3.039268017657	-2.5147858034972
29648	 Cyp2a4 	NM_009997 	0	-1.9490949668169	1.0722720851766	-1.6489101828435	-9999	-1.2148682999843	-2.2653483794076	-1.3011638833988	-9999	-1.7441145293685	-1.9244161814046	-2.1246187017812	-9999	-2.4327024918949	-1.8885087440057	-1.4897589389943
17106	 Cyp2a5 	NM_007812 	0	-4.1524556242069	-2.0691358243108	-2.6281793581273	-9999	-1.4376626829102	-2.1011255312374	1.0941133067193	-9999	-1.502346121021	-3.3733002616382	-1.6655090619201	-9999	-2.0357197965623	-1.701927281578	-1.141702888979
40976	 Cyp2a5 	NM_007812 	0	-2.753068390008	-1.354175649063	-2.0092454799452	-9999	-1.0038040186197	-2.1656935345775	-1.087080236028	-9999	-1.4044490866251	-2.7693509765983	-1.5938557003148	-9999	-1.7612783634156	-1.4903010244785	-1.1921955597591
16669	 Cyp2b10 	NM_009999 	0	-3.2102880340356	-3.5818384980669	-2.4388158002287	-9999	3.5218673955955	1.5948101829751	6.2782267932009	-9999	-3.6728399189948	1.0593020189105	-2.7279914196476	-9999	-12.531411749414	-1.6273913377099	-1.0051769011551
20284	 Cyp2b10 	NM_009998 	0	-4.8206433292253	-5.6329254043153	-4.0185280118516	-9999	1.5902228881982	-1.5893772780745	2.2977088658574	-9999	-5.3187796690098	-1.1972931560421	-5.3257404834303	-9999	-6.8323326034425	-2.442761125807	-1.5123071310117
15275	 Cyp2b13 	NM_007813 	0	-9.4437177807997	-11.7397811235	-14.730246007962	-9999	-1.1958821952695	-2.9882367328264	-1.0157814089167	-9999	-11.487089372423	-2.2017803930842	-15.242984218759	-9999	-39.773151089311	-9.0772437990543	-4.2804950582289
19157	 Cyp2b13 	NM_007813 	0	-26.227687472551	-36.644601228194	-78.076439483915	-9999	-25.74186450358	-22.127380296293	-71.314854421938	-9999	-29.561059800813	-2.1854003082613	-22.852830580429	-9999	-43.524120098262	-22.148789720926	-6.9980493373149
24555	 Cyp2b19 	NM_007814 	0	-1.1793711506028	1.2888904327639	2.0351245815022	-9999	-1.7348822353231	1.2183054864724	1.2995619885745	-9999	-1.004543597484	-1.2582382979513	-1.1701038276089	-9999	-1.370922802214	1.2073453116416	1.0698729321958
42738	 Cyp2b19 	AK029227 	0	1	1	1	-9999	1	1	1	-9999	1	-1.094253640115	1	-9999	1	1	-1.1695346681733
220	 Cyp2b9 	NM_010000 	0	-15.220537870232	-14.408872552165	-12.269023547838	-9999	-2.383685748826	-3.7659105482718	-1.1520642496527	-9999	-16.81821886885	-1.2978425246633	-7.2751340509199	-9999	-33.676736589975	-4.875329804274	-1.7150784893012
21336	 Cyp2b9 	NM_010000 	0	-23.408845754896	-28.338704979448	-42.593173562327	-9999	-2.0982295546564	-3.922672040875	-1.4998126075671	-9999	-15.356420650049	-5.1640923476555	-25.013242871317	-9999	-54.550658817037	-15.44258498272	-10.552855709061
22160	 Cyp2c29 	NM_007815 	0	1.0282925752312	1.0831347763304	1.1423545083655	-9999	1.74815928014	1.1488486017361	1.6259530461657	-9999	-1.8681424970032	-1.6723454772667	-2.0542438714945	-9999	1.3483231773443	1.6703558406845	1.1963545344436
14449	 Cyp2c37 	NM_010001 	0	-1.1335777162274	1.1087103455055	-1.0883535545468	-9999	1.2792516918133	1.0199431134651	1.5874644193161	-9999	-2.9662175491036	-1.7590938084234	-2.6795631707466	-9999	1.0684792683804	1.1625113453162	-1.0531353724786
30009	 Cyp2c37 	NM_010001 	0	-1.3523870392353	-1.1212591497081	-1.2433508626212	-9999	1.3332880910415	1.0252068516653	1.3311009702592	-9999	-2.0755299277742	-1.4577766848495	-2.453188951077	-9999	1.2669807020493	1.4629281608296	-1.0214613536034
10051	 Cyp2c38 	NM_010002 	0	-1.9681808414151	1.010019991655	-1.0329992352432	-9999	1.1716572926146	-4.3822182180364	-2.6098226743837	-9999	1.4007028103063	-1.1835641446422	-1.0633242048532	-9999	-2.7612707979053	-1.2022915644219	-1.7514913627794
44987	 Cyp2c38 	NM_010002 	0	-1.9622213646611	1.2417109186826	1.8871568595109	-9999	1.0139258838134	-2.8896151126904	-2.9590888122463	-9999	-1.3512011307451	1.0576897605815	1.0619522758892	-9999	-2.8222923592248	-1.1650541199581	1.1791153685949
11791	 Cyp2c39 	NM_010003 	0	1.1187707414472	1.1879156393021	1.0839451337622	-9999	1.6388794136752	1.1521632005805	1.5750596287621	-9999	-1.3370387680146	-1.039302088473	-1.7706266639752	-9999	1.4953608286247	2.0268238216726	1.2206234242929
27273	 Cyp2c40 	NM_010004 	0	-1.9827045352547	-1.6977119280508	-1.8819149832723	-9999	-1.5479074839172	-3.2804241466156	-2.3743951691415	-9999	-6.1468695989575	-1.8196589589317	-3.651354504561	-9999	-1.6025367584275	-1.4104704762449	-2.3808552927753
29107	 Cyp2c40 	NM_010004 	0	-2.4270459573681	-2.6844233018035	-1.7982994025718	-9999	-1.5810077542902	-3.4007757880945	-2.4554042318107	-9999	-3.3750716734682	-3.7164132518628	-3.3077524516327	-9999	-1.8921824060707	-1.29829385044	-2.5207745180406
24634	 Cyp2c44 	NM_001001446 	0	-1.4690480464897	-1.3237622741901	-1.4281045406726	-9999	-1.2758981273051	-1.282103246813	-1.1150758240955	-9999	-1.4405057626936	-1.351366037353	-2.1250101070579	-9999	-1.4096587778198	-1.3493170246778	-1.3919447586209
21958	 Cyp2c54 	NM_206537 	0	-1.0431697864359	1.3647905288873	1.1970679409988	-9999	1.5039728626022	-1.0363894896024	1.866835281225	-9999	-3.4728258058894	1.1014736190512	-2.1534659043304	-9999	1.5230213801574	1.4514764705263	1.4691292313281
43313	 Cyp2c55 	NM_028089 	0	3.155752972774	2.1873636970661	3.6001119010143	-9999	7.1716815997432	4.1946815902032	12.008810730147	-9999	1.4383944543695	1.5442691656686	2.2423479298338	-9999	1.0499854960627	4.217897289718	2.9877413656965
9653	 Cyp2c65 	AK008688 	0	1.0838555355204	1.437622959371	2.5455580187921	-9999	2.171620836406	1.8470344679985	1.8347842354587	-9999	2.0717721942399	-1.1316077157839	3.5249827820495	-9999	2.3752646205502	3.7870234991222	-1.0665202357445
19818	 Cyp2c66 	NM_001011707 	0	1.4637469394008	1.5672526036586	2.3225175264435	-9999	-1.0714275269334	2.068178409261	1.7256074218412	-9999	2.3816174296782	-1.0471560349811	1.6650412605163	-9999	1.1211292929597	1.3375314420487	1.1022629249693
