,,,,983-2 (replicate),983-1,V + X12,P2 + X12,P2 + X24,NE + X24
4248,Pla2g3_predicted,XM_223553,0,-2.2869464736842,-1.4781380613013,-2.1228191658593,5.6496429259735,-1.1152044661196,-1.2730310602921
4251,Plk1,NM_017100,0,-2.3506231014723,-7.944892037671,-3.2296019602264,-2.8912390434975,-2.37886063642,-1.1655277014828
4294,Il2rg,AY325195,0,-2.088209176935,-1.5436932316844,-2.0353495242139,5.7854480736554,-1.0962643719954,-1.2616183584309
4302,Col2a1,NM_012929,0,-2.4410237223661,-1.7410610506251,-2.1382722508952,5.5786099872442,-1.0499149021522,-1.2517646994124
4407,Slc17a6,NM_053427,0,-2.1127445982574,-3.5256240496241,1.0709837960002,5.1618573681691,1.6292885294715,1.2101742282422
4496,TC542387,TC542387,0,-1.382897527037,-10.064912414888,12.105981335505,14.500400580719,15.639756963938,8.8000066431413
4562,XM_344059,XM_344059,0,-2.5272779019981,-1.5358507000215,-2.1211237170758,7.368549409349,-1.0607538091842,-1.3113179315874
4639,XM_228818,XM_228818,0,-1.1034028465178,1.1059276085704,1.4403697767417,3.9419217593564,5.3270895810468,1.0477698565312
4648,RGD1561642_predicted,XM_343785,0,1.4855901116479,5.6897606840369,1,1.9810251995551,1.3499572014511,1.3018711411194
4654,TC541627,TC541627,0,-1.3732417544331,-1.4659899735028,1.0739097862384,-8.7322266590843,-3.1824823225818,1.033114602264
4659,Sele,NM_138879,0,2.5729479461714,2.7508379047147,-1.1839424707885,-10.183099797324,-14.621771744567,-1.4015319416218
4733,BQ206852,BQ206852,0,1.0381368328935,8.5648941486585,1.1643069771708,-1.2307238023857,-1.2375692218761,-1.2690244803119
4831,TC563191,TC563191,0,-2.3884821500543,-1.4229151388689,-2.1498937640689,6.491633608233,-1.1310934826685,-1.3032147897751
4842,Gcat,NM_001024277,0,1.0657069548218,1.0874490044183,-1.483272688041,-5.2129432852325,-4.5334413338065,-1.0095442045669
4923,XM_342961,XM_342961,0,-1.9738447915797,-1.393994306584,-2.0565250315028,5.5255816405289,-1.0630867371106,-1.2429973421253
4930,Cdkn1c,NM_001033757,0,3.0632468811065,5.4484127428836,1.4423378484389,1.9657487129981,1.4699142494433,1.9522165940412
4986,Cfi,NM_024157,0,-9.8539873405569,-11.899261260215,1.3712795519278,1.1134548209837,1.2423432365968,3.322163481579
5040,Adm,NM_012715,0,1.2418198568875,1.6687873538859,1.014026722388,5.6263403490258,3.8402190705764,-1.1920443125959
5209,Trh,NM_013046,0,1.3841877454267,1,2.8929704659426,10.97008518563,15.700374075926,-1.0256446051599
5246,AW533447,AW533447,0,-2.5077543937691,-1.5906330429171,-2.4389168827798,7.2401739410544,-1.3041063211806,-1.5864230085658
5353,Klk1c10,XM_214947,0,-2.4700002658303,-1.5305516856533,-2.3400223205841,6.9512194595557,-1.1388237087883,-1.3099116359606
5432,Rptn_predicted,XM_227371,0,1.4787065615546,1.1016427990327,-3.1817496133058,-5.0303360623957,-13.182567385564,1.1209258895603
5590,XM_237297,XM_237297,0,-2.590192252335,-7.976621779909,-1.1758775531352,1.6375742475333,1.6206752504445,1.2316851349181
5733,TC563202,TC563202,0,1.1048377378903,-1.6302492159106,-1.4696705782526,-1.9222240205861,-1.4453732073172,-5.1543629903076
5741,AI230709,AI230709,0,-2.2391232526593,-1.4912759019548,-2.2901187368954,5.0686698011453,-1.0598948940884,-1.2552805509195
5854,Adora2b,NM_017161,0,-2.0868536822948,-5.1264178232249,-1.0206101427385,-3.0996738539388,-4.4671342042928,1.0076608835865
5960,XM_221094,XM_221094,0,7.9156575985188,4.8992319359144,-1.2124404023421,-4.5940318310321,-10.554799795973,1.8917075623626
5962,Armcx2,NM_001014274,0,-1.8252274853002,-1.4766378625597,-1.8852545603445,-7.3805886327159,-7.1098591955789,1.319513992615
6001,TC545665,TC545665,0,1.0812210692428,1.5089852685438,-2.0389660754634,-8.0129051138303,-9.6045495186695,-1.5900654461814
6035,Ltk_predicted,XM_230479,0,-2.1776295440381,-1.4220602597631,-1.7109842035912,6.9611661551214,-1.0738917351789,-1.2386593920259
6060,Cyp2f2,NM_019303,0,-1.2144845658773,1.0295285627964,-3.1674443985566,-9.0858800699547,-13.477210138514,1.1855132164942
6077,A_44_P508621,A_44_P508621,0,-2.7098858672447,-1.4689770134363,-2.4978364568166,5.3105316314717,-1.2422165184348,-1.4486417584877
6234,Gp2,NM_134418,0,-10.6343267426,-22.756737503526,-1.1685284753876,2.1578835285604,1.4744260657978,1.1717185351971
6253,Kb36,NM_001008808,0,-2.5593872375654,-1.5007004058861,-2.1932038521082,7.0184950831453,-1.1252110799225,-1.3375683999188
6293,LOC680443,XM_001057208,0,1.9212682240674,2.5836578490902,5.1113780073548,1.0106082052364,1.1343302137477,2.615278840129
6332,Ka11,NM_001008750,0,1.5605942412785,1.5448915580105,-2.4063234314478,-9.8117166988301,-10.303623951976,5.2208113428187
6355,AA964661,AA964661,0,-1.132461639926,-2.4037981688212,1.3060626201131,5.5002698875124,1.941721770805,1.1767765351468
6442,Tspan1,NM_001004236,0,-10.023052380779,-12.050914356055,-1.0807334658954,-1.2229685815025,-1.7187630158009,-1.8772495115547
6481,Adm,NM_012715,0,1.1837208573027,1.6505435964238,1.0624421695186,5.8529929365014,3.9038578909141,-1.1944618958049
6506,AI408856,AI408856,0,-2.6218690685124,-1.5761226129817,-2.2572829436438,6.8010661657288,-1.136938570186,-1.3649162365294
6513,LOC294446,XM_001061084,0,1.5623703913638,1.3435659840879,-1.523291434344,-5.2177107523972,-5.0981311083084,-1.2638338990453
6629,Ccl2,NM_031530,0,5.4862803958741,9.2653749716823,1.7135705909525,-5.7568909115213,-4.3718776558563,-1.2415156544303
6777,Isg20,NM_001008510,0,3.2236508668272,1.6701020149657,2.9398014515414,3.0689018571096,6.1912451388821,1.3799615951795
6826,G0s2,NM_001009632,0,-2.8932102830662,-3.6673216303814,-7.0449675980909,-4.3638217243265,-9.0694092596372,-1.2638746408933
6856,Spbc24_predicted,XM_343359,0,-1.5703953477166,-5.6971545372284,-1.5582782178771,-1.8408016714473,-1.3019430871653,-1.0850438756554
6926,Rdh12_predicted,XM_234334,0,1.2833998967027,1.967895352179,-1.1522865695371,-5.4954213922371,-6.6027370180281,-1.3065559137794
6989,Mamdc2,XM_219905,0,-1.2295392582856,-1.2447450274027,-1.4542095754798,-2.5720002117075,-1.5541681335464,-6.5039470961596
7048,BF556360,BF556360,0,-1.2862133116625,1.0189563027935,1.6972350816369,7.4718647151515,9.4892524354778,1.348549834299
7113,XM_342752,XM_342752,0,10.165997533569,2.4105658516285,-1.3504359785974,1.1381020352897,-1.3625485942365,3.0857589691646
7166,Plagl1,NM_012760,0,-2.5743642750001,-1.4652239200916,-1.8270019042087,5.9757854979867,-1.013432878805,-1.3240305319919
7246,Kcns2,NM_023966,0,-2.4257944606592,-1.4521918664586,-2.0075020618369,7.4721227886729,-1.2216466263556,-1.3454792361956
7278,ENSRNOT00000021645,ENSRNOT00000021645,0,5.3896802394621,6.6297171488279,1.7389856570201,-1.3766990096567,-2.5239049767638,1.6445837700116
7396,LOC682604,XM_001062257,0,1.204356608439,2.4511562701978,-1.5176827571287,-12.868561428326,-8.0187190967559,-1.4016900807241
7438,ENSRNOT00000034750,ENSRNOT00000034750,0,-2.4708990362656,-1.4645223371389,-2.2531650186075,5.1197175262013,-1.0547232024674,-1.2727203843993
7453,Rbp2,NM_012640,0,1.089820066089,1.3468585885442,-1.2563304904812,-5.3390501471762,-9.9247368394409,1.4806042784041
7487,Dach2_predicted,XM_228458,0,-2.3417633243921,-1.531753918471,-2.3559713235792,6.7548856271144,-1.2562891240099,-1.463389720397
7545,RGD1559717_predicted,XM_216317,0,3.106011075396,-1.5135438230187,-1.852064042205,-3.3639613704622,-5.2878484529896,-3.226509885109
7593,Prkcb1,NM_012713,0,2.9324863550056,-1.1094008645851,-2.1037251550237,-3.3815981715854,-5.1338715691708,1.0306086898277
7812,Fmo3,NM_053433,0,-1.8005077704678,-2.254908896118,2.1882654326807,3.3032466255047,7.5193621160053,-1.1536439689485
7900,Nudt5,NM_001007733,0,2.0139143664653,1.9573477907582,1.2727907194703,-10.701138870303,-22.805521089393,2.0038398080534
7984,ENSRNOT00000041325,ENSRNOT00000041325,0,1.2626674934971,-1.4624566445126,-7.6181058029096,-9.7748252046982,-30.444580904536,-1.0581479624308
8135,Adm,NM_012715,0,1.2227571189957,1.6054877639978,1.0349789096045,5.6411935412363,3.9587857653657,-1.2042334876021
8139,Myod1,NM_176079,0,1.8030883194711,8.8939360004434,-1.0921246260127,2.5267542217437,-12.456040166082,1.9587770185762
8308,Pycs_predicted,XM_342048,0,-1.2590761575288,-1.4523356567767,1.1738610702959,-6.8308854102304,-5.268209049368,-1.2329063801163
8319,Syt8,NM_053325,0,-2.3982751086756,-1.5208626694918,-2.2950703375479,6.6969491292369,-1.1996990087003,-1.4446046218405
8381,RGD1562156_predicted,XM_221091,0,6.9158887733549,4.9344755339331,-1.0749674152986,-2.3588428041865,-5.5563040114052,1.6488152666752
8514,Cdkn1c,NM_001033757,0,6.8112684922288,9.5556668490535,3.1916627869332,1.6656893155615,1.4038056951994,2.2693109044497
8604,TC523929,TC523929,0,-2.2503755466993,-3.4332703268551,-4.3336915777034,-7.4820740139777,-7.8689720005126,-3.8283532130153
8624,BE117514,BE117514,0,1.2603059888872,1.3419026174288,1.4851625859711,7.298388877399,1.8941832853854,1.3625423194828
8696,BF405897,BF405897,0,-1.8914157450915,-1.5249443668373,-2.1565076345973,7.2710143204688,-1.1333169913164,-1.3575630222057
8698,TC550284,TC550284,0,4.1157501245389,1.3373620648763,-1.7693591650871,-15.123419535712,-18.486300145143,1.0452873629396
8756,RT1-Aw2,Y13890,0,-1.0111259582315,-6.7383257159603,-1.3219590429236,-11.225611295178,-12.236014979998,-1.8214028005406
8767,LOC681870,XM_001058771,0,-2.648134260065,-18.506743254328,-3.0742133203458,-4.6235653459979,-5.9890646337711,-1.1628101124939
8777,S100a8,NM_053822,0,-1.6363379399227,1.3776376396078,1.3274127964886,-3.83936145053,-3.0998594283267,8.6425320747398
8964,AI454457,AI454457,0,-1.2573303532608,-1.9180503346252,1.4224041148779,2.4899578762466,6.8823063447266,-1.6000590111645
8984,RGD1563437_predicted,XM_214519,0,-1.3945143896409,1.2335163206145,1.0027334206022,4.3879735393592,5.8539364035338,1.5931071984958
9030,BF558337,BF558337,0,1.1232188933685,-4.1675805258077,1.776793676845,-3.3276297625297,-1.5469988825722,-6.7689919871828
9145,Glycam1,NM_012794,0,-2.5472173253588,-1.6126718307413,-2.2343386598252,7.1489621876792,-1.1751148107421,-1.4291111249074
9171,Ugcg,NM_031795,0,2.0876514910159,1.0749941478336,-2.25213800811,-7.7162626152503,-5.1114721632845,-2.5517727772835
9240,Irf7,NM_001033691,0,4.116508343562,5.7202103572289,3.709001423422,-1.5319655527141,-1.0945857753881,2.9618768683756
9262,Upk1b,NM_001024253,0,-4.0209900644801,-18.657351774365,3.3485362129356,-2.0561225683591,-2.3350167484965,-1.53182445997
9311,LOC691431,XM_001078245,0,1.203945977376,1.5225164722378,1.4182931324732,5.2901745271638,6.7637259078194,-1.6739712699201
9330,LOC685485,XM_001063981,0,-11.214502187866,-23.025019146104,-1.0364527304691,1.3147797302129,1.1967851728097,-1.1739675699778
9333,Mk1,NM_134399,0,1.8757890659032,1.5523083728797,1.084005535642,-5.1159936881884,-2.9235329973597,1.0945441899594
9349,AW919116,AW919116,0,2.9241456447414,5.9377375811473,1.0267844903475,2.0613322597436,-1.5435510588309,2.7844472833022
9360,Cyp2e1,NM_031543,0,1.1702272313901,-6.9213051968943,-1.1093311292029,-2.9762403480648,-1.5014953791625,-9.9308174800015
9705,RGD1564720_predicted,XM_001072481,0,-3.376276453856,-7.7393947760805,-1.0137586899221,1.2412738323503,1.1452492077079,-1.2158404838615
9718,BE116623,BE116623,0,-1.524175582887,-1.9773793752397,-1.3053110063857,10.067230213453,13.455504939324,1.5756037290428
9740,AW520742,AW520742,0,-2.5628960987592,-1.601529711189,-2.089608855094,7.1106286768378,-1.0095615459442,-1.2945326248161
9774,Spin2a,NM_182474,0,-2.5628134820819,-1.5866421961446,-2.072134778779,6.7075049215133,-1.0985332335054,-1.3247990255574
9785,Rhoa,NM_057132,0,-2.1636350090513,-1.0024870703878,-6.6839316478266,-1.7235702926172,-1.357062969624,-1.1637020516561
9871,Csta_predicted,XM_213616,0,1.3136177253991,-1.2594154014323,-2.5027530540152,-8.0357792909924,-9.2959975374547,1.5328865019727
9894,Spp1,NM_012881,0,1.0375286547178,2.1056684985446,3.4854431220272,5.180432269716,4.6269840242639,16.156601004979
9948,Myf6,NM_013172,0,3.3146906252063,6.7291002738416,1.8650651196021,5.0577807597546,2.1154316609281,2.5591102718282
9954,Cyp26a1,NM_130408,0,-2.3485402086066,-5.0018193232166,1.2184269599417,1.9957447707212,1.4740832115271,1.2060199723008
10035,LOC259244,NM_147212,0,-6.7279073164993,-7.1504273751496,1.0089925509505,-2.0804103226254,-1.7631448786574,-1.5091416321589
10146,Adm,NM_012715,0,1.2765181672204,1.6507564391025,1.0498312593474,5.8605719212753,4.0367978326353,-1.2173865521128
10165,Adm,NM_012715,0,1.2897098003475,1.5983651432537,1.0230321213878,5.8605179436617,4.0170663033327,-1.2106784163626
10187,RT1-Db1,NM_001008884,0,5.2402740521063,1.1750290399539,-1.2242085265144,-2.9865995821526,-2.8981108980054,-2.1931634521723
10369,RGD1310769_predicted,XM_216756,0,1.1437647295211,-1.1466606260728,-1.5071691637541,-7.9849830760431,-6.9846717350771,-1.128425001856
10375,RGD1562268_predicted,XM_226158,0,-2.4828929766456,-1.4658549570543,-2.1077737910105,6.4236223426913,-1.1474532490225,-1.3226288756684
10433,Timp1,NM_053819,0,3.0532193071771,3.3502637632775,1.1116198671629,-1.2550713041048,-1.4331247621635,5.5563040114052
10434,Ly6g6d,NM_001001970,0,-1.9714147427627,-1.5908418229899,-1.9230961569976,5.9575816066092,-1.024813174851,-1.2218351082299
10480,AA858925,AA858925,0,-2.5675327977676,-1.454963169965,-2.2856145917872,5.8842755261786,-1.1117662858869,-1.3130219913558
10533,LOC691929,XM_001080153,0,1.1976805588506,1.2947412956393,-1.7618259401141,-5.8983155110966,-4.8857810418515,-1.0608063237161
10601,AW142999,AW142999,0,-1.7998404167762,-1.4190509867027,-1.3638700733446,-7.1182297285978,-3.919132982139,1.2247673489613
10671,Spna1,NM_001011908,0,-2.4018230036585,-1.5189063579077,-2.3275606159545,6.4386082243757,-1.1134002128615,-1.3049714189345
10720,Chia,NM_207586,0,-20.993748975884,-41.091311240781,-1.2074690286614,2.3701127141193,1.6225832932515,1.2590268732836
10726,XM_238109,XM_238109,0,1.3790340831556,3.9055931467005,-1.0037342415645,-6.0920295323531,-7.9538061103906,1.4783967528743
10778,Rhoa,NM_057132,0,-2.1693019168136,1.0356499773196,-7.0903063484153,-1.6881226618176,-1.3456372475753,-1.1704304179302
10791,RT1-Aw2,Y13890,0,-1.0736501769129,-5.869025547847,-1.3452499977743,-11.551011068298,-12.998103775303,-1.8645541475445
10833,Lnpep,NM_133574,0,-2.5994412117758,-1.4674083972579,-2.0682355559318,7.7205635124317,-1.0865944938926,-1.3176315947783
10836,CF108931,CF108931,0,6.060395959832,2.0875986147383,-1.0258982760141,-2.3590057529028,-2.4533640662923,-1.2949649088475
10841,RGD1309383,NM_001024257,0,-1.3552268581356,-7.1723421664487,-1.8087935471519,-3.3168589235422,-3.1680425064607,-1.144687130088
11004,AI599699,AI599699,0,-2.4444153372754,-1.4449838726717,-2.4132371370086,7.8274986250073,-1.273849145235,-1.5376624183369
11023,TC527977,TC527977,0,1.6383247796286,-1.4998540494935,1.1657139669987,-5.2942323813096,-3.640860171301,1.0059190665511
11103,Csn10,NM_031562,0,-28.84230731846,-34.861815489403,-1.014592575618,1.939876133938,1.8723627827441,2.1935624341517
11256,Bub1_predicted,XM_215849,0,-2.1518500273319,-7.6795186600346,-1.9074536778674,-2.5837589856345,-2.1345729421126,1.0423371097806
11276,Krtap14_predicted,XM_344003,0,-3.1844761455739,-5.7237281678588,1.1479482227177,-1.4621098402599,1.3390629688496,-1.0172775493303
11304,AA901025,AA901025,0,-2.4636726369642,-1.5537888477712,-2.2231767912701,6.5365261055104,-1.1136732802567,-1.3189702501863
11334,CB548303,CB548303,0,5.5324946164882,3.1355880453511,-1.0841727815466,-1.9214142177719,-2.155097881568,1.9885476403705
