http://edge.oncology.wisc.edu/agilentarrayinfo.php?arrayid=
./agilentfeatureinfo.php?featurenum=
TE A1 Corn Oil 10 ml/kg 48hrs
TE A3 Corn Oil 10ml/kg 48hrs
TE A2 Corn Oil 10 ml/kg 48hrs
BLANK
TE E1 Aroclor 1260 200mg/kg
TE E3 Aroclor 1260 200mg/kg
TE E2 Aroclor 1260 200mg/kg 48hrs
BLANK
TE C2 Wy-14643 50mg/kg 48hrs
TE C1 Wy-14643 50mg/kg 48hrs
TE C3 Wy-14643 50mg/kg 48hrs
BLANK
TE B1 TCDD 10ug/kg 48hrs
TE B2 TCDD 10ug/kg 48hrs
TE B3 TCDD 10ug/kg 48hrs
518
519
538
-99
520
521
540
-99
530
531
532
-99
533
534
539
36877	 Cyp2f2 	NM_007817 	0	-1.1833797499401	1.1499256640416	1.029092390008	-9999	-1.1425971417803	1.0731285931837	-1.0311688693454	-9999	-1.3025021034678	-2.5332866433774	-1.626197665721	-9999	-1.174165818465	-1.1003760602784	-1.3471883958599
11209	 Cyp2g1 	NM_013809 	0	-1.4542743134523	1.217089923017	1.194878279698	-9999	3.0821066794626	1.1534258135967	1.9329337390216	-9999	1.261829471569	2.1554862989534	2.0287772521697	-9999	-1.0684060370187	1.8436762732262	2.5369141258327
44178	 Cyp2g1 	NM_013809 	0	1.958411722331	-1.7825552515724	-1.0986541486461	-9999	-1.4275291984585	1.958411722331	1.958411722331	-9999	-1.2596561170574	1.2620396513822	1.3082206496953	-9999	1.3959118691988	2.0644653591723	1.0010113459216
32203	 Cyp2j11 	NM_001004141 	0	-1.1192076414603	1.0921601678241	1.0247651163566	-9999	1.0908909360825	-1.3624211178269	-1.2417911679468	-9999	-1.5641264733622	-1.3495310046787	-1.0165685430701	-9999	-1.054216153857	-1.0127276481319	-1.0024660341938
41213	 Cyp2j11 	NM_001004141 	0	2.052045565408	-1.4110551885007	-1.4542631515273	-9999	-1.72472159047	2.1785673970956	1.9341448691343	-9999	1.2237142010527	1.0850855998354	1.0180919417583	-9999	1.1401789006663	1.1874217510024	-1.1468958994809
399	 Cyp2j13 	NM_145548 	0	-1.0832806857417	1.1470834134117	-1.0588976878383	-9999	-1.0728351644489	-1.5389961025558	-1.5670339297271	-9999	-1.2161050725953	1.9082048704689	-1.0116796168726	-9999	-1.1182940134468	1.2545096316152	1.0554289438494
27115	 Cyp2j13 	NM_145548 	0	-1.2287700952583	-1.3739459028365	1.6882636379082	-9999	1.0256575155069	1.3961702081121	2.0616567803494	-9999	1.177389522302	1.197031190219	1.4191705708243	-9999	-1.4548614398284	1.1425822332904	1.2095601401944
27721	 Cyp2j13 	NM_145548 	0	1.0616874084155	1.031809843324	-1.0954595185362	-9999	-1.1103715694228	-1.6372226089581	2.5732659103118	-9999	1.0690442123866	-2.1262622725789	-1.4624341951458	-9999	-1.2945783307864	-1.812966725667	-1.9830032835602
30963	 Cyp2j5 	NM_010007 	0	-1.0615045661668	1.0366709609748	1.0239551469337	-9999	1.0261383842052	-1.2455341992257	-1.3567729193917	-9999	-1.1241603586454	-1.1042303170091	-1.1974281583563	-9999	-1.0442376957262	1.1446031409367	-1.3345813964725
33567	 Cyp2j5 	NM_010007 	0	-1.0775166755831	-1.0228336326736	1.1021202955531	-9999	1.0905259388328	1.2191246147936	1.208734171509	-9999	1.136918936122	1.3678721267986	1.1374125084427	-9999	1.1506546583023	1.504201786008	1.1592414461691
39714	 Cyp2j6 	NM_010008 	0	-1.1469733663088	1.1017794471095	1.0410190254663	-9999	-1.0435045170114	-1.5512786068722	-1.427013012502	-9999	-1.7429652692284	1.0545560477746	-1.1550780561654	-9999	-1.1824950551847	1.0225361405453	1.156414867781
36127	 Cyp2j9 	NM_028979 	0	1.0104232557835	1.1194387426678	-1.1311069390166	-9999	-1.0192005906307	1.3439503766229	1.2421988799864	-9999	2.1411462536626	1.0277188762205	-1.4098881705385	-9999	-1.247083883338	-1.0680526617057	-1.0776870561222
24955	 Cyp2r1 	NM_177382 	0	-1.3800982335407	-1.2077971486573	1.6668787113373	-9999	1.3224632127191	1.1921033269011	1.3752533134967	-9999	-1.119842639978	3.7353646114781	2.4666469864861	-9999	1.3010284694123	1.6488266563269	2.2679631821913
21113	 Cyp2s1 	NM_028775 	0	-1.702514162579	-1.0163206113874	1.7303002346081	-9999	1.7226615751609	1.1119986670705	1.6638986396089	-9999	1.6023281652905	1.8483353374637	4.8225558584278	-9999	1.4930720535403	4.8662147038534	1.6164406618662
24693	 Cyp2s1 	AK054324 	0	1.0851035891984	-1.0416830560196	-1.0416830560196	-9999	2.1956666225715	-1.0416830560196	-1.0416830560196	-9999	-1.0416830560196	-1.0653104323693	-1.0148262678249	-9999	-1.0416830560196	-1.1631914466264	1.0360785915825
35663	 Cyp2u1 	NM_027816 	0	1.2076367850916	-1.1202312063427	-1.0780245883653	-9999	-1.4498853667083	1.0927336908702	-1.1292176733745	-9999	-1.8625930009046	-2.2632116325866	-1.5666777177463	-9999	-1.4898778606937	-1.348589166782	-2.4287357565189
15125	 Cyp39a1 	NM_018887 	0	-1.0223336756154	1.0143184690423	1.0079020611551	-9999	-1.0540268319116	-1.7042671251954	-1.5268830242121	-9999	-2.3728193027888	-1.1211919390031	-1.6433609641246	-9999	-2.1558109160612	-1.4259528536942	-1.2248402985233
19860	 Cyp39a1 	NM_018887 	0	1.093966525994	-1.0133061223957	-1.0796012200218	-9999	1.0451548334138	-1.6299443117524	-1.8139268388416	-9999	-2.318065837877	1.0261955648552	-2.1509423310479	-9999	-2.8624358775223	-1.4625703558488	-1.1718368926353
15776	 Cyp3a11 	NM_007818 	0	-1.0700198474164	1.4629539863513	-1.3672213556446	-9999	-1.0675859099977	-1.0497184568703	1.0302984979239	-9999	-1.8376289890072	-2.7933530755853	-1.2791039301229	-9999	-7.9216168602337	-1.2657875896269	-1.378855746238
13211	 Cyp3a13 	NM_007819 	0	-1.0714777737588	1.0691197030534	1.0022056189767	-9999	1.4564052417459	1.1684352037204	1.0539854930527	-9999	1.3841308017781	2.7091923046062	1.2592792096373	-9999	-1.0873470152211	-1.0258270969787	-1.1674523579486
24454	 Cyp3a16 	NM_007820 	0	1.060757798569	-1.0223660437692	-1.0375518680748	-9999	-1.2379947890638	-1.3309134581877	1.2851821451573	-9999	-1.5712193418035	-1.4532717006031	-1.4036984380854	-9999	-13.339354572758	-1.7698840549139	-1.6048402817202
10764	 Cyp3a25 	NM_019792 	0	1.3186949205218	1.1096891336404	-1.4633414238899	-9999	-2.6076762204863	-2.2942337625532	-1.6949717594809	-9999	-3.013302047378	1.089578019187	-2.2466771415312	-9999	-3.1645114155081	-2.3985493952408	-1.53247453518
32523	 Cyp3a25 	NM_019792 	0	1.1945685224715	-1.0121501255892	-1.1802285967964	-9999	-1.7646875971804	-1.7101642886558	-1.8064133465012	-9999	-1.2826171225903	-1.2898681922894	-2.0024696076629	-9999	-3.4659391468841	-2.0239740190287	-1.860269789869
34835	 Cyp3a41 	NM_017396 	0	-1.2107883492653	1.0755746717768	1.1257129616721	-9999	1.1639825421947	-1.0688634667251	1.2405345568529	-9999	-1.2361757885057	-2.469438605562	-1.3044403771667	-9999	-10.367027088681	-1.0940073337616	-1.3404920211677
36488	 Cyp3a44 	NM_177380 	0	1.0368862132352	-1.0625436984547	1.0247447452691	-9999	-1.2493654736475	-1.495671437118	1.3285863923605	-9999	-1.7288216795746	-1.8968902313557	-1.5835150670015	-9999	-12.781511055217	-1.8425029844784	-1.5279818656883
40638	 Cyp3a44 	NM_177380 	0	1.0282688192696	-1.2376941360165	1.203667866634	-9999	2.0586696722687	3.9002879088198	2.285739148637	-9999	-1.1233195914377	14.247795291278	1.3764697344985	-9999	-2.9005030957535	1.3300766418659	10.247470261815
31583	 Cyp46a1 	NM_010010 	0	-1.2214727987035	-1.1616780943878	1.4189581931444	-9999	-1.0805647600685	1.5196626864373	1.5429427069546	-9999	1.290655094505	1.148918704899	1.3738069211712	-9999	-1.067900524954	1.2781202038526	1.5430322390254
19844	 Cyp4a10 	NM_010011 	0	1.0244143812045	1.2064206621324	-1.2358746760707	-9999	-2.0045469531864	-2.4825741750459	-3.269077626567	-9999	3.1070966782336	3.9596588170292	2.270679121258	-9999	-5.0709722427467	-2.7683132623557	-1.7482970845114
35102	 Cyp4a10 	NM_010011 	0	-1.219751797161	1.2047860585025	1.0124219055764	-9999	-1.6174410706095	-1.7186303094681	-2.1165740473606	-9999	3.1307149947484	9.199697203732	5.6639776809089	-9999	-3.8544060706723	-1.5432044489093	1.3478077005411
42319	 Cyp4a10 	X71478 	0	-1.035084169733	1.1917175451736	-1.1513242884209	-9999	-2.0718421617539	-2.0771777726182	-1.67090580051	-9999	1.7220681455792	2.8487762062307	1.7807679608277	-9999	-2.5662009810315	-2.0280173524911	-1.1842180235485
35603	 Cyp4a12 	NM_177406 	0	1.0773777444058	1.1499368731234	-1.2389163945748	-9999	-1.9700205660183	-2.1697020533932	-1.5077523012575	-9999	1.4530514761801	2.488404625802	1.277753266863	-9999	-2.0645842027719	-1.4265697148753	1.0382214564456
38409	 Cyp4a12 	NM_177406 	0	-1.0887209666455	-1.0239275459842	1.1147713876389	-9999	-1.1296541097947	1.7249742377627	2.1250180011394	-9999	1.720662181096	1.8467266364875	1.4856024718201	-9999	-1.1569510555968	1.2470320439663	2.7396470327703
28351	 Cyp4a14 	NM_007822 	0	-1.9683032066231	1.4522654318195	1.3553329601443	-9999	1.2753664847132	-1.1057501322903	-1.8162766512487	-9999	9.6507263230732	5.783016081526	9.5287075934786	-9999	-18.421373155533	-5.4309024243046	1.0380828112954
25989	 Cyp4b1 	NM_007823 	0	-1.1957547094354	1.1203739437671	1.0672817911267	-9999	-1.2735796176309	-1.1252812953476	-1.0604839499287	-9999	-1.6335938885364	1.9451401576201	-1.2621619979624	-9999	-2.3279309803985	-2.1741880279797	-1.0097707817466
43791	 Cyp4f13 	NM_130882 	0	-1.0485407982515	1.0208329196679	1.0271424226724	-9999	-1.4110608202414	-1.1507403280199	-1.173738994983	-9999	-1.5214848536855	1.1771225151854	-1.8638516107168	-9999	-1.9094853615015	-1.4955823572793	-1.0614201629907
35203	 Cyp4f14 	NM_022434 	0	-1.0226062278635	1.0986234548396	-1.0743367533903	-9999	1.2770498978279	-1.5040412011911	-1.2854782513505	-9999	-1.3899437765686	-1.2106438309151	-1.5449845234579	-9999	-1.0116324072118	1.1294574298674	-1.3332725364185
2565	 Cyp4f15 	NM_134127 	0	1.0265235881526	1.0233684726191	-1.0505118765153	-9999	-1.1788866961369	-1.1526118139528	-1.0944973055856	-9999	1.0909678019882	1.5341782918957	-1.6405072977261	-9999	-2.2811464432425	-1.445350465515	-1.1671884106363
3147	 Cyp4f16 	NM_024442 	0	1.1262941628388	-1.1087046440437	-1.0158649274986	-9999	1.3136604754225	-1.0740635210266	1.1113264051822	-9999	1.0035893254133	-1.2095891057387	1.0562947793571	-9999	-1.1488096279913	-1.0714321814503	1.0542670500419
40823	 Cyp4f16 	NM_024442 	0	-1.6965770972651	1.7393252431485	-1.0251967010237	-9999	1.9376922399134	-1.5950297948264	-1.5141210595706	-9999	-1.6240574946196	-1.4010373073595	1.3224607766541	-9999	-1.0174901180195	1.2228967758853	-1.5855359735598
20074	 Cyp4f18 	NM_024444 	0	1.0069113431383	1.1276853366927	-1.1354791570067	-9999	-1.185626961328	-1.5953393103514	-1.434748127659	-9999	-1.9637403625534	1.1221707214318	-1.9782449541846	-9999	-1.787421866812	-1.6383137140115	-1.1964313014393
