TE A1 Corn Oil 10 ml/kg 48hrs	TE A3 Corn Oil 10ml/kg 48hrs	TE B1 TCDD 10ug/kg 48hrs	TE B2 TCDD 10ug/kg 48hrs	TE A2 Corn Oil 10 ml/kg 48hrs    	TE B3 TCDD 10ug/kg 48hrs
9258_Tmem42	-0.299303732577439	-0.133926821216188	-0.82144055164529	-0.793035594255115	-0.240389458467041	-0.615174245315773
4043_Gramd1c	0.134689946796061	0.00166115343986577	-0.734222642539292	-0.700303050647866	0.124037663381821	-0.490936595451318
41438_Rps8	-0.348495877524116	-0.307196678776237	-1.24306235189164	-0.906725115209704	-0.432525197074834	-0.756359315615016
19948_Afp	-0.148052366448387	-0.306902593199134	-1.89050792312154	-1.70548756866434	-1.30423101337133	-1.27742033398305
31496_Rps28	-0.407022224246274	-0.264768711052195	-1.02504167273893	-0.919454518110394	0.000791598440130172	-0.595119851112683
23294_ENSMUST00000080362	-0.154904010104198	-0.12899831093027	-0.796690472559097	-0.619606902257673	-0.0104772434555676	-0.527103592284925
33554_Got1	0.681176569955135	-0.146849019688204	0.989429352855809	1.1611739123505	0.110100368060982	0.802124184891956
36482_1810006K21Rik	-0.0653623625997822	0.218302484192817	-0.626137654436251	-0.562176782505428	-0.150888717151966	-0.904635256693736
39360_Comtd1	-0.297776112584004	-0.190205935238137	-0.641776686651682	-1.04382510954405	-0.479111406097187	-1.44042779140193
45026_Kcnn2	0.291793005930372	-0.38077385427048	-0.910081257835197	-1.06019341692529	-0.468125848353329	-0.821475799627727
3970_Afp	-0.0137332002277096	-0.236031301742139	-1.82855279383663	-1.76484463725343	-1.23259386355031	-1.10661302859614
30733_Vangl1	-0.0559835080980153	-0.180650007385649	-0.540661921550411	-0.74192912771823	-0.215524080671416	-0.72156550154045
14319_ENSMUST00000096279	-0.129088877685718	-0.0720060760463067	-0.71470953824866	-0.595919440866086	-0.0674943542260133	-0.52848072116235
24996_EG436332	0.165143374966165	0.224098902806023	-0.888430173910407	-0.453368783064198	0.0525377572262057	-0.916326498266647
41964_1110007M04Rik	0.174255740409847	0.0965740285311989	-0.603573010055821	-0.72522734991396	-0.261320050204593	-0.691413038893067
5653_Zfp219	-0.0266896890533402	-0.16294231543873	0.57852822013922	0.688115576134213	0.310763469047857	0.8877426949117
17353_AK050916	0	0.45382622983689	0.817739821100007	0.775146205564391	0.269792514798609	0.795983936655487
14347_Btf3l4	0.0519896231452944	0.182058782544631	-0.527000883251124	-0.616603129500723	-0.126884280238423	-0.839229801810172
1497_Ddx58	0.022879408023139	-0.148030269381331	-0.810340659115877	-1.11717672970833	0.29584894244031	-0.500033555021609
19482_Afp	-0.254212580414811	-0.369466726578795	-1.63460048429611	-1.69478987127077	-1.23225412630993	-1.26386697332542
24100_Rab20	-0.171332695056645	0.170363217615182	0.694591273334089	0.933125156449684	0.378780865170916	0.675546618706384
41306_Serpina7	0.355286535695874	0.211666556681361	3.40925988699669	1.63180518578061	-0.288007888279599	0.99795353860793
22822_Ulk2	0.0930209396848837	-0.102990938599378	-0.593036792251333	-0.501262965397089	0.083135751222397	-0.817547303407968
36648_Sesn2	-0.0730128647861846	0.304253522071717	1.07972133369329	0.922445114439555	0.745457463150907	1.0775401689939
1612_Timm13	-0.274165058096485	-0.01109025192867	-0.681184543579141	-0.725293639653479	-0.205625829822933	-0.61575023974323
4291_Slc22a7	-1.10120204389872	-0.882243164885304	-1.90648352212918	-1.90997734638308	-0.877342916334503	-1.69693285372864
23212_Ywhae	0.132867491964641	0.0277367517897455	-0.518817421019839	-0.57780337243918	-0.0813092609127279	-0.740099507056059
12225_1810046K07Rik	0.399608821820786	-1.07544562722371	-2.19118922466544	-1.81332576009904	-1.20112460953426	-1.62652471133323
32233_NAP000009-005	-0.275388889559484	-0.19694160696257	-0.719116656539559	-0.564956609140825	0.020816669047143	-0.77245108643445
8312_2610510H03Rik	0.24350545914309	0.1634882856489	-1.33504229475058	-0.898984545719742	-0.188737379059791	-0.502175326636686
42833_Zcchc17	-0.690856310984174	-0.396341181671404	-1.45188455700561	-1.45935839360796	-0.783582727959437	-1.09164627390426
22885_Entpd5	-0.536269090872248	-0.717441195265716	-1.05737308635282	-1.55838702839317	-0.297797006249388	-1.03554421283639
34654_1700022C21Rik	-0.225682925019318	-0.0268807824089147	-0.886960557239736	-0.650542285223279	-0.0943663190020069	-0.506298458277646
19844_Cyp4a10	-0.200461512969488	-0.436393978979545	2.17660112592693	1.30334395725118	0.13987029766628	0.640289982315083
10494_Eif1a	-0.157096104611406	0.131637133112252	-0.935163448011448	-0.397809320748459	0.0496111989340434	-0.983562222584939
9519_Tspan14	-0.354011380045178	-0.396256538279161	-0.573082176477079	-1.13331279146286	-0.207847779760263	-1.14921732014426
23504_ENSMUST00000075032	-0.13384931438851	-0.122206840082022	-0.88229791291785	-0.526689592345401	0.00327168701154734	-0.568359584972986
34578_Dtymk	0.437531595180365	0.288905160690623	-0.966881977850774	-0.588475758069435	0.0526357461655967	-1.02405584406978
31639_Pop5	-0.115347646082283	0.159499437536433	-0.807204316181288	-0.451381993679038	0.184956681865514	-0.887917053616002
10554_Stat3	-0.450199192944465	-0.00329467537815425	-0.617205703007061	-0.858560515638755	-0.217434591046741	-0.93835032212306
17837_2310024J23	0.0240515468069228	-0.270818159267424	-1.27729976858916	-1.18021465574007	-0.34679999702266	-0.467512452337451
43822_AK039632	0	0	1.53563710812395	1.21273503690144	0.255376702977505	0.41272778789355
15777_Clic4	-0.576923536197559	-0.332031888149674	-0.907484863418501	-0.882206994071242	-0.150110820087311	-0.923935760576032
34383_Dnajc1	-0.51973527606412	-0.456733825135058	-1.32278129434144	-1.38553336248114	-0.251874413919318	-0.651321151460455
33156_Frag1	-0.561397596366576	-0.576238278904362	-1.18377417411177	-1.52469500086738	-0.552800223555633	-0.972980799650743
18865_Muted	0.0670688741016241	-0.165184789775917	-0.707575459814837	-0.54715550401115	-0.217326393257587	-0.673146238311048
17685_NAP070880-1	-0.249237370231199	-0.285322384437309	-1.22799844741263	-0.768037645850001	-0.361515484727562	-0.675788467030633
16561_Snapc1	-0.079368709378282	-0.117379803039435	-0.528972932244748	-0.831845933650798	-0.138451736406103	-0.565064191110949
12608_Dgat2	0.599582178519747	0.207909242505725	0.985464146008674	1.04878296929722	0.464020046546855	0.935311566805729
38872_Rnf34	0.19354209832642	0.0200153183197249	-1.01635332660176	-0.844273110523151	-0.454296738430851	-0.590682119593425
32578_Rps19	-0.446921207978802	-0.16755071157859	-0.862856186231806	-0.689712461517477	-0.36932409594192	-1.24993597488538
5890_P2ry5	-0.337686034163416	-0.134050576956602	-0.688805509041204	-0.870163800196149	-0.310215723997944	-0.71149947641456
7249_NAP057018-1	0.0476620277270154	0.12249316078508	-1.23241264107818	-0.68811698762146	-0.0914246431465933	-0.493258871337673
25465_Stard8	-0.161322097397255	-0.220071560290451	0.609124784377559	0.660642834815665	0.268815232287772	0.843988539878252
6135_D11Lgp2e	-0.245094532281615	0.36486841538078	0.737246402008817	0.716633830207414	0.0765911627482335	0.708307157994994
29802_Il17rb	-0.0685087829022203	-0.277571601911955	-0.883489000866442	-0.858618367680913	-0.419958986217155	-0.626247579030068
41303_Ropn1l	-0.0577055287519923	-0.605735237107529	-1.12429264018521	-0.900570712902008	-0.645823880677356	-1.28778269469438
5675_AW061290	0.408944582842877	0.13216054128509	-1.08516525563996	-0.527811508449658	-0.0902087969011296	-0.851796906598703
16562_Ddx3y	-0.161430126000611	-0.460241117149833	-1.08634633063289	-2.05795260380467	-1.12652330128102	-1.49917278842787
40218_Bud31	0.158848683216858	0.352088497912708	-0.92159490614242	-0.526784298190036	0.0706883408182107	-0.7800083535931
39910_Ahnak	-0.198445632264107	0.174785664378547	-0.941620790229829	-0.991151709788567	-0.777184359930525	-1.11159307650363
19900_NAP112946-1	-0.260821352957932	0.0870866185350603	-0.590415682357418	-0.808577825153668	-0.169204936530166	-0.602827547466603
26773_ENSMUST00000057459	-0.0186673775169986	0.0569729500615745	-0.854470553782016	-0.740859376515232	-0.125888392538466	-2.10140501017085
29990_ENSMUST00000100152	-0.190523509504413	0.0144056207436569	-0.865577244305083	-0.736637488270518	-0.125258229156968	-0.4349916496234
44081_1110059G10Rik	0.0611762548757977	-0.0758123755397266	-0.934273578882596	-0.981987164926801	-0.380980147333944	-0.470221216287041
29931_Pah	0.470020824961031	0.311535362956593	0.685719469067178	0.896154218801254	0.146743970057086	0.91061567035992
34849_AK006604	-0.616466955031101	-0.4737269290572	-1.08001329529601	-0.809085267940767	-0.280387292548133	-1.36553414052082
20452_Tm9sf1	-0.0412326946111209	-0.0326308272347868	-0.434318006123014	-0.613362724843213	0.0543158303674533	-0.860282488556626
6995_Olfr591	0	0	0.858099977147585	0.875585975472734	0	0.35471692534983
38958_Rpl7a	0.206549303941805	0.185446815148327	-0.651516777812806	-0.512200862774184	-0.0236684809607912	-1.0499876173563
11589_NAP061630-1	0.0851338249315413	0.406698282773981	-0.792508290324323	-1.1606761991586	-0.260286301061709	-0.595373229517156
11485_Cdc42ep2	0.0506656510304196	0.23280302557698	0.806120830466582	0.519568306656672	0.210687103290513	0.684748905986394
30210_Tmem86b	-1.23895967103662	-1.08229374312476	-2.13879945146289	-2.76606237250008	-1.67428051011431	-2.56689609915992
17277_NAP018615-001	-0.342551171263025	-0.347157733798234	-0.826421420733411	-0.740153246551235	-0.266250550557976	-0.794857838908144
35709_Nags	0.0716606747192042	0.192929408718551	-0.68485535783658	-0.467943581799197	0.114648300824227	-1.08820268716894
18121_Fxc1	-0.0150457934765267	0.0636319713181723	-0.605280931882236	-0.453477657596544	-0.050158556813236	-1.02431029313168
23108_Insc	-0.775604344626898	-0.124154532200566	-1.20549793318627	-1.15746915728933	-0.624872232367066	-1.09384303904237
24154_Seh1l	-0.57549408927799	-0.584301391667082	-0.993356160207325	-1.08553118462241	-0.332096863800878	-1.06330173740324
12438_Nt5dc1	-0.1050686147081	-0.161573028504082	-0.872863095986283	-0.668029146253154	-0.0928490267833609	-0.440983504342135
41105_Nudt21	0.0899422325681534	-0.162729127713506	-1.0847319277262	-0.654334581726762	-0.506885353612146	-0.758916605290757
13384_Rpl12	0.131034036800871	0.273169751501409	-0.674088083987837	-0.50806875030062	-0.127529174477523	-0.968855236026225
34739_Tnfsf5ip1	0.0934388058836409	0.110363864161511	-0.872171033058997	-0.4566691033456	-0.256273210049515	-0.732706976969177
7161_Gls2	0.68742361053942	0.587414104730554	1.41936065925115	1.18511118804991	0.261966660153116	0.871839691991872
41612_Prss36	-0.0783721362316814	-0.267660291932964	-0.79717371343906	-0.675520032983648	-0.451873016839949	-1.51621813598097
39124_Anp32a	-0.528795643599867	-0.59607600234062	-1.0875162263412	-1.40814039466406	-0.859360417985593	-1.48915969324328
13684_1700008G05Rik	-0.233501648448552	0.522188026655872	-3.64929279747335	-2.46593378796909	-0.521921355556127	-0.734832304043606
1469_NAP029336-1	-0.644980013940954	-0.447042297240753	-1.04854691175803	-1.22849274998096	-0.672833832234063	-1.26153980257802
980_Rnf121	-0.334073416764271	-0.14397722457658	-0.887810892102331	-0.760343911892056	-0.413762192452847	-0.703127739922184
2581_1810015C04Rik	0.0630915663341402	-0.158441525319754	-0.68248855582262	-0.503470631110049	-0.279349559682639	-1.05528888707356
18413_2700046G09Rik	0.694396848855323	0.369334125175031	-1.01729729166867	-0.775211714983	-0.0412012930892256	-1.62877064499346
24714_Clock	-0.461041138089503	0.201492521488474	-0.715951533416534	-0.696374166426906	-0.228683638712343	-1.07814790776623
23506_C030010B13Rik	0.0360364354591059	-0.0845584710714783	-1.35815017237141	-0.661151644908368	-0.12759862107853	-0.521891212048401
29148_Rpl37	-0.109356947859595	0.193253422010931	-0.508910158145846	-0.625346283132954	-0.0331092622614437	-0.645041886512686
18725_Stat3	-0.508067141158651	-0.0971172558253405	-0.692301973563546	-0.883927109366922	-0.401164326610159	-1.12810539079655
11842_Hspb1	0.0677358752406871	0.309038585456589	1.44422190566446	0.417059660526787	0.344315488466128	1.38969937655969
35160_Ttc1	0.0288270877653217	0.00317794958934209	-0.76687523710323	-0.979952661359642	-0.00353884441864431	-0.355480848557857
7984_Psap	0.0251708319740265	0.0857848390923319	0.940764111813344	0.59715992488887	0.22099961009952	0.487883020680563
14523_Gstm2	-0.559861071413374	-0.582501170400744	-1.07813067161012	-1.22060839050122	-0.719843681763465	-1.36489846034689
19197_Zbtb25	0.226348942734788	0.092329480717345	-0.910469249403089	-0.979340527676441	-0.500595232935556	-0.588906510160149
44308_Cyp11a1	0	0	0.608177424300132	0.915442536854719	0	0.410486694282557
38117_Pitrm1	0.233841235338471	-0.00511632740651926	-0.516191099352936	-0.563106684854138	-0.0858479565898361	-0.903446653879552
44845_Stat3	-0.493075801209135	-0.182413795538483	-0.666014661953467	-0.931376690490871	-0.40648188174771	-1.14287754527967
11776_Tpmt	-0.403444832904841	-0.549011881807547	-1.40151159577777	-0.97545257558908	-0.5124565353022	-0.859106960851423
38839_9530001N24Rik	0	0	1.02057537728876	0.411672324635481	0.0101833615790959	0.632562066381427
29986_Osbpl7	0.438361477263873	0.277627072364204	-0.539668637478037	-0.933398592323801	-0.147165010557454	-1.1006344884974
12964_3300001G02Rik	0.035872420242313	0.251416976547682	-0.852878419752506	-0.579886829267515	-0.422948531820459	-1.48393549989826
31893_NAP018080-001	-0.44575240817457	-0.272258155700483	-0.939434714391943	-0.660570709777255	-0.303694116423026	-0.882387922552738
34480_Tm9sf1	-0.00336560710757511	-0.0770704847828425	-0.43835702289049	-0.578157462069899	-0.0558109556921149	-0.950639022429621
24725_Eif2b2	-0.371591187294377	-0.281337927913784	-0.924835217121559	-0.817389366655203	-0.116202031471462	-0.547811633642234
44833_Tank	-0.243577519868972	-0.181333291154584	-0.728999190316428	-0.65726945968818	-0.312058496472416	-0.671096433610892
39578_Cyb5	0.504425995041028	0.464626399078593	-0.789939188868854	-0.793397878085866	-0.0510813560159775	-1.12513280463275
15582_Nox4	0.0314536886369591	-0.352840394080067	-0.849621961213091	-0.495819290934066	-0.282970404301781	-1.18467339114628
24574_Nras	-0.25228148923329	-0.386705937869196	-0.872506856735894	-1.4803565618671	-0.563847784090804	-0.767951698933173
30483_Eif3s8	-0.199802824224658	0.0255998116699374	-0.413862895706465	-0.872550266363467	0.029417789398253	-0.665918768187344
19172_Tmem8	-0.348200198683861	-0.37549438902485	-1.1149561825548	-0.674670546541488	-0.385294999736393	-0.848325268173784
6635_Cfp	0.229619263779801	0.450303123119034	0.594435654178933	1.64664491990793	0.665535733268363	1.59778587027216
31564_Tm9sf1	0.00636638984355309	-0.053282790389779	-0.43290005274246	-0.570428688746602	-0.0214258810414345	-0.959088887016668
32346_Tceal8	-0.118444248126687	-0.2851566726454	-0.900864365698319	-0.644972549900718	-0.508600291018505	-0.896682775098938
10362_Hgd	-0.0441846551559163	-0.0579275690501778	0.472799010896141	0.686378202425502	0.083065412019311	0.525731005147592
11460_Dysf	0.253489766100177	0.0716168905442387	-1.19706802342129	-1.66590135509212	-0.573552643546939	-0.535885732397471
37242_2410003K15Rik	-0.0892042690322938	-0.0515596771536516	-0.77112976495244	-0.398699532368098	-0.218135882257055	-1.09813488642837
10984_Stat3	-0.441100065816092	-0.0266517295703498	-0.552191980846809	-0.826289392694437	-0.265020861904579	-1.02797317462482
45093_Commd7	-0.392474620143432	-0.131367762547298	-0.82042682210207	-0.675627371788636	-0.464863968759456	-1.03477125398395
31945_Hist1h2ai	0.141383519526431	0.332692806506203	-0.560143399756809	-0.615383371983901	-0.108662281703357	-0.895825845876882
25133_Slc1a5	-0.298118767573493	-0.348694321535877	-1.25187120296362	-1.50036788029639	-0.666900542111063	-0.640813695241605
22545_3110082I17Rik	0.315854303423414	0.191378950502683	-0.492642460339856	-0.961996478992907	-0.134973073498475	-0.729013450357161
13283_Spc24	0.475991744888912	0.213700020518245	-0.475585167797715	-1.53904341717876	-0.309983480297958	-1.30421343505662
26268_5830472M02Rik	-0.32217306108012	-0.34620649570195	-0.885882986218002	-1.37845790511583	-0.682893959941006	-0.872387301540337
33777_Gcat	-0.0499216420172779	-0.0484884532446827	-0.653847939192429	-0.500696129857582	-0.338146773631235	-1.00978452605536
11701_4930526I15Rik	-0.0444482035435945	0.0666868757903051	-0.400635740415122	-0.727106834377799	-0.230372411350693	-0.974547863421114
20981_Fgd6	-0.0276715628176076	0.311635888487058	0.959026083308491	0.711078790430359	-0.108694598383224	0.455115526603294
15118_3830406C13Rik	0.20809595369999	0.17565655961748	-0.595101248979737	-0.900889058586426	-0.289619723767719	-0.595303582969297
29669_Gtf2h3	-0.44659179927725	-0.345998291865446	-1.03222793899532	-1.13395738436987	-0.676731314268743	-0.895090041461407
14670_Dynll2	-0.2524079495879	0.000384180387555438	-0.607118774648635	-0.490516515718994	-0.14695431245124	-0.979113101503016
20065_NAP071006-1	-0.312554628360106	-0.315748892964466	-0.711082204708055	-0.784909816973005	-0.42713178139073	-0.940977706142567
33052_Rps21	-0.690612124686932	-0.487659807708541	-1.33491533198757	-0.89498048460503	-0.511877635848623	-1.17948536130708
13314_Rps21	-0.0657992721167554	0.0398351844425011	-0.916890477612379	-0.370941175658266	0.184442660929963	-1.37575532593197
42196_Nme4	-0.829570359090565	-0.922694437102018	-2.25232186980072	-2.36519138210648	-1.78120046282204	-1.94302595862538
7649_Tm9sf1	0.0694515994457145	0.0340139480366911	-0.434026617552894	-0.55475900277529	0.0745805678616176	-0.934366485238782
10624_Tmem55a	0.0963740523797618	-0.263869174514639	-0.632525056780522	-0.751709551737125	0.0346732205439449	-0.47265658289688
28073_Gadd45a	0.299799064478405	0.744967928213782	0.782567653035339	1.32181912145445	0.276555248842802	1.01628009237156
30235_Wdr70	0.0346689818301344	-0.241990488154919	-1.36518415712542	-1.32033491553997	-0.902519347949842	-0.746465937403881
16545_Fdx1	-0.155999595310823	-0.316661167103109	-0.732809277738016	-0.621359312673905	-0.124741494073287	-0.573843676670754
36236_AI627138	0.407049017589517	0.597863407608368	-1.16432815483025	-0.852843731182761	0.677381262123834	-1.51661220833824
41301_Pip5k1a	-0.358964020384928	-0.314324701002949	-0.672111564675575	-1.31772062224251	-0.535561519855844	-0.924849447264939
19279_Dtd1	0.369571996819158	-0.0693168080608543	-0.615644678501966	-0.597188452278578	-0.0841016506815478	-0.721697926549832
41241_Afp	-0.0944364124488525	-0.451516942689386	-1.79748904691873	-2.06007087610041	-1.55831141665903	-1.31867211546287
18509_Mrps36	-0.40711899931992	-0.300491865538114	-0.847670876243288	-0.640059763728901	-0.250562513890455	-0.810686549563672
12174_AK045293	0.945133448155056	-1.69874790740392	-2.34303725694932	-2.16245298101995	0	-1.55485651842636
37526_Rcsd1	-0.177851955789022	0.138863465475582	0.479125927905853	0.77771773103079	0.038252387123752	0.548808744243581
35474_Pigk	0.0285502511403994	0.148268254004232	-0.604147707602551	-0.590760467267543	-0.297578412717356	-0.634330125736529
23532_Deadc1	0.243560636069772	0.290595556256944	-0.922398133739281	-0.771036770897352	-0.542752897230797	-0.788549235023633
6417_Leprot	0.249852302173751	0.158465026001087	0.768138541111063	0.562051190369945	0.431494811384146	1.05853647805811
23781_Tm9sf1	0.0446490314041758	-0.0615107558605846	-0.396987290374196	-0.584856585177388	0.000845584127716402	-0.920728453949094
15063_Tyr	0	0	-0.659584776467369	-0.875225841261654	0	-0.350510839184871
5633_2010003O02Rik	0.108464277880288	0.495319850007362	-0.786433333920173	-0.658821033307844	0.25964405257224	-1.57254854406072
24356_Rpl11	0.06241554798736	0.0995785145725486	-0.567384880444446	-0.407600873558665	-0.0264044244609842	-0.815324011345249
17496_Rabepk	-0.207844388104897	-0.0623622700740922	-0.91417270758353	-0.507795324392287	-0.35193116508647	-0.692200084713791
20086_9130011J15Rik	-0.110814147694556	-0.0528413847760065	-0.670998896154748	-0.483041796480345	-0.335804844886078	-1.11748500231019
286_Crsp7	-0.339851646259852	-0.376374647151339	-0.974531120571323	-1.01643527026304	-0.328448224542928	-0.549176282367999
38278_Rps8	-0.425169597194776	-0.251434920008725	-0.888489771957972	-0.82510611625976	-0.319250874611427	-0.631036776189042
5088_Tubb2a	-0.134692938757038	0.320400983886206	-0.676253390799081	-1.18473742330347	-0.51061907787946	-0.736953640153622
34765_Cpsf6	0.191704571774357	0.140541727467002	-0.550774810776899	-1.00652437187094	-0.393867670025637	-0.678180917983607
12507_5730460C07Rik	0	0	1.30743842397461	0.450306151720878	0.516204167818061	1.00251805151293
11236_Mmab	0.584434366123371	0.179063276638281	-1.09757803195402	-0.547799488673119	-0.311799441357899	-1.30190191856317
20514_Acp2	-0.545747185550842	-0.624627089354532	-0.985840118176332	-1.43742476674318	-0.784750110296951	-1.29745974861579
19753_2210015D19Rik	0.0679418677693161	0.253338598573169	-0.648969039676916	-0.767432443701962	-0.540033237024862	-0.985862078778582
38673_Olfr1504	0	0.302615311205347	1.50835568926771	0.603749619034215	0	0.620317998836364
35947_D5Wsu178e	-1.06980814582835	-0.724050659201732	-1.43735736581872	-2.17080595094394	-0.903048396889462	-1.43674883244119
24101_Gnmt	0.42096115378964	-0.0448915101639386	0.77037427778081	0.985841218066724	0.373030258504024	0.600076215666019
44953_Prss16	0	0	0.603028767613673	0.390834155714262	0.12706260582316	0.723630453900526
18368_Sult1a1	0.340260606502264	-0.412414216151997	0.864260357264888	0.769982809815168	-0.154747850815499	0.6254210999297
17243_LOC666185	-0.168302352289679	0.402258635498791	0.806544012547553	0.467286030715082	-0.0269625035707734	0.908792313857558
11368_Slc25a17	-0.572363348110747	-0.536974731184043	-0.967579286434714	-0.934185363753265	-0.376079268945576	-1.00487250060508
22919_Tm9sf1	0.0528500647415835	-0.0623439973767556	-0.388508078877781	-0.570725550193259	0.0549256902905319	-0.823163451381099
28237_Myo6	0.0316209436405309	-0.150307262371641	-1.06884523580551	-1.39443764158492	-0.658989215551239	-0.537903311737564
41256_Hmgn2	-0.363933517848794	-0.842618289717333	-1.44053886970137	-1.06743894538231	-0.838506998424682	-1.42145783099182
20503_B230369F24Rik	-0.362484545632461	-0.245410933242887	-0.760231770907814	-0.618097975883083	-0.328230822453626	-0.845264452264168
5811_Traf5	-0.125578456746871	-0.0665716307300131	-0.474481965110995	-0.792579285574988	-0.208034320240643	-0.545522766386729
35302_AK038725	0.610215724166717	-0.0259738744331901	1.94922382769781	1.29237099858401	0.0238326542482106	0.487828909793826
44982_Rps18	-0.108939993098249	-0.000835579319081446	-0.621900206944726	-0.466178551378132	-0.259809850933596	-1.14249799838519
39434_Sp5	-0.401075544759895	-0.0983903388254405	-1.26824296182814	-0.609040486133644	-0.354587365171237	-0.713130282669987
14765_2410141K09Rik	0.330349107605222	0.0878154274350375	-0.699490787074395	-0.984616679630988	-0.369859747878015	-0.569533565324081
33701_Derl1	-0.197398663774123	-0.263954577332864	-0.474487596111308	-0.66039294543227	-0.123779662514404	-0.801425071172289
12493_BC020002	0.302968513914484	-0.00783078694799335	-0.723377196746428	-0.470904485738467	-0.282489420007572	-0.974331181027533
32035_Tm6sf2	-0.137991568841425	0.0530179790714778	1.38618566558325	1.06105836627834	0.268157104616597	0.331766813435695
11256_Rnf152	-0.427384372830438	0.145609952201998	1.31255585852329	0.543771059554867	0.0828950871322947	0.712392755502602
24170_Tsg101	-0.22696807136876	-0.196389647714677	-0.681278196040378	-0.48606705048532	-0.204334918001528	-0.744962724081229
21837_Caskin2	0.260971876828153	0.47283131266055	1.02832682111034	0.7034290706909	0.639422112987232	1.4556560223624
36481_Edg3	0.626161860661893	0.699608127540491	-0.728349426496153	-1.38837764780929	-0.094896967084593	-1.240176491969
29645_Slc25a17	-0.221436457828631	-0.512519794446718	-1.08912686384239	-0.946723295701458	-0.672981020556285	-0.8851224297841
12760_ENSMUST00000085365	-0.230317806493248	-0.200715240608262	-0.761805241680902	-0.505904107210609	-0.13097714486237	-0.588653032097833
36821_NAP103162-1	-0.157611941379292	0.102689894313741	-0.589367243980691	-0.515644808942117	-0.231268820724798	-0.648346042292265
11244_AK008871	-0.0857685673583833	0.155731991181134	-0.497731605348881	-0.591962482698603	-0.251214370259676	-1.15117464801354
1169_Cdk7	0.514843745249218	0.258787100860731	-0.995545476253875	-0.7667683484195	-0.243171246734196	-0.658145127574427
34275_EG266459	0.0589412245144014	0.0462304834417043	-1.42434996902637	-0.913914747908021	-0.464131983232518	-0.451643631393334
37626_AK041753	0	0.396960140920263	1.66251052987635	0.817311399674044	0.316812982073903	0.586680193149707
25450_ENSMUST00000094393	0.0790737981027322	-0.0973095334748562	-0.539950726974841	-0.810775726723379	-0.318384080824235	-0.546337258309566
29620_Tm9sf1	0.0374075164342414	-0.0269837418762316	-0.404942861694316	-0.544844742259765	-0.0455511056290418	-0.960822285374028
8401_S100a6	-0.454238635915315	-0.166689594202469	-0.537460507359529	-0.921367601219371	-0.0241077920092079	-0.716621743039848
22566_Rpl24	-0.0310076119537906	0.181367940592017	-0.551394463644344	-0.730587944616294	0.111377818366729	-0.446199828371693
27787_Tm9sf1	0.0431093074009991	-0.0310612398355052	-0.377582708823724	-0.569247493832069	0.023420715927159	-0.883446855232509
19649_Rpl29	-0.074410701002047	0.263158765641502	-0.781931735011363	-0.694473296718763	0.0348814373027491	-0.398062939660527
18247_LOC382344	-0.233067145568825	-0.106183782514749	-0.782481897129377	-0.603081924442662	-0.554968305173415	-1.1626721666989
24062_TC1709414	-0.158555841336415	-0.101369454006378	-0.65302516669943	-0.375578536121036	-0.0835394075083162	-0.96234126124549
40070_Tnfaip8l1	-0.831998445694984	-0.159139562601841	-1.72028832660932	-1.66632315724416	-0.514952056382559	-0.61828039790345
26529_Med9	-0.123765899301237	0.0571871036041735	-0.543540160970004	-0.564931323288552	-0.353952113193845	-0.900548120469035
16708_Efha1	-0.0818598009332812	-0.0268606045426306	-0.998386180875731	-0.493232490245708	-0.109331202219254	-0.466945637393898
20836_Hmgcr	0.251803056046981	-0.53388670635798	-0.556381555700365	-0.867906251082144	0.112407084169017	-1.02115513047785
20477_Pex3	0.201136744949449	-0.263171803777424	-0.7713193573546	-0.55191702552278	-0.346559162218673	-0.751463783869917
19520_OTTMUSG00000016571	0.215541723265432	-0.219739770098647	-0.526315457203979	-0.64106082377056	-0.271848918575365	-0.810879297797521
19859_1810055E12Rik	-0.0079478820365484	-0.0293352206663724	-0.556588517467954	-0.612786616473622	-0.341528646250788	-0.623100190352371
14784_Wrnip1	-0.307282080166033	0.17962265006427	1.04109151019564	0.541214712310126	0.0204460370051304	0.549963975300316
41656_Tyms-ps	0.325431542175455	0.203921115450971	-0.69801845638847	-0.72304696088478	-0.498984633304344	-0.973684162116443
19046_Mrpl34	-0.730475468117315	-0.1993781492692	-0.917972826563291	-0.910185159108992	-0.201795452396734	-0.836835013548591
14694_Tmem18	0.282093045188721	0.0613423440055196	-0.715665120762507	-1.01796445109761	-0.338533143101638	-0.486564055109959
26514_Wbp1	-0.0838393762200748	0.0628821842429603	-0.73114402142728	-0.31477739535887	-0.0129202573431966	-0.946447176373826
44927_C030041B07Rik	0	0	0.97129381826246	0.31417492546347	0.0553924469660256	0.714730078394456
29497_Afmid	0.0896626700620504	0.733800469992269	1.40784768629191	1.07337780305679	0.290911624194925	0.620478809721316
14515_Vnn1	-0.429963851989275	0.415045733646634	2.47509826008063	1.23818433833435	0.725474572453481	0.827417615811375
35968_Stat3	-0.562392973585844	-0.044459128468178	-0.634970473883812	-0.914704851563557	-0.457306111294183	-1.26922384813267
28253_2610029I01Rik	-0.121212133327503	-0.464351813817354	-1.03269777290568	-0.727981806984496	-0.397866575175753	-0.665773266075824
19243_Neurl2	0.182909576730224	-0.107068324101419	-0.419299003813867	-0.792269096220621	-0.348576041296324	-1.0326330614142
