TE A1 Corn Oil 10 ml/kg 48hrs	TE A3 Corn Oil 10ml/kg 48hrs	TE B1 TCDD 10ug/kg 48hrs	TE B2 TCDD 10ug/kg 48hrs	TE A2 Corn Oil 10 ml/kg 48hrs    	TE B3 TCDD 10ug/kg 48hrs
20687_Slc23a1	-0.530407390957235	-0.868261327989893	-1.65686958038806	-2.09515434934933	-0.619221286532755	-1.23982405898382
15463_Tmem167	-0.139450603277615	0.139646028786193	-1.10089274847521	-0.479030756659092	0.0242783311938056	-0.990579459506266
31063_Afp	-0.116195920419319	-0.352068322514616	-1.76228856606091	-1.76249521324191	-1.25554436781737	-1.44907321390961
7518_Clec4f	0.21733470701381	0.469967131640655	0.756010441743599	1.63356467024272	0.398825914458083	1.22997561416868
34092_Dscr2	0.127881734991521	0.160101225871846	-0.912070586834386	-0.668142988396773	-0.00853653918551173	-0.575995805393245
29152_2210010B09Rik	-0.513717835190812	-0.823075341889081	-1.42395971223571	-2.02834471014497	-0.485414257398815	-1.20291933201302
24249_Lrrc8d	-0.49383083958828	-0.486694460719252	-0.913582278381922	-1.04313096343566	-0.235340435041161	-1.38189991293872
31375_Fli1	0.0286349597022281	-0.0577698124455735	-1.37082356922538	-1.29186314254906	-0.683004893404385	-0.748663650288076
42921_H2afx	-0.464920144224504	-0.241400712841637	-0.741064733791551	-0.97023707672646	-0.218045673140385	-1.32999040649392
1717_0610012H03Rik	-0.494592103592867	-0.636562166096886	-2.2307967988997	-1.61970058971881	-0.531282916332767	-0.98701730186269
14185_NAP113288-1	-0.47093343003015	-0.137110376422659	-0.808713178110472	-0.91036425521495	-0.340024150996084	-1.23015991241403
4074_Tns1	-0.203697402395893	0.0582746348625715	1.16844126288537	0.988358669187595	0.182257516926127	0.502813086005405
16698_Eif1a	-0.688444895475899	-0.570667912747656	-1.4025537278062	-1.2762131393339	-0.524317729041795	-1.32049261211733
13052_1300007F04Rik	0.189552512214408	-0.22132341497413	-0.778002379740999	-0.624309839906385	0.0408401313061276	-1.29973927294852
33126_Mrp63	-0.083468633398404	0.172263920662192	-0.767921674682666	-0.57947805305992	-0.208121701067733	-0.807512229682717
23034_A_51_P445924	0.0856035077938359	-0.0473515417909085	-0.442823043285018	-0.948990058183034	0.0207104192731647	-1.08536985917079
12499_AK048490	0	0.249401448099556	0.724931510624578	0.998703478824028	0.169949400713895	0.598264004232415
11558_AK033738	-0.764665058683859	-0.453416881261084	-1.48206944964383	-1.15932924302187	-0.419498785898265	-1.25052415447728
14921_Nol12	-0.378055741750845	-0.00284322221183359	-0.971644545769754	-0.850156905246309	-0.0483659761808318	-0.599561170314283
40231_Kcnn2	0.206596857375703	-0.341199702286976	-0.953678704232697	-1.06266476300613	-0.591193875239769	-1.02954107020599
3818_Galt	0.210059606553574	0.00735223214589714	-0.838202355361463	-0.61579141902828	-0.115629075678071	-0.631994013687466
11453_AK033859	0	0	0.737203541163766	0.561320390771338	-0.256643593970074	0.82377333246486
38083_N6amt2	0.0414042834917774	0.359202065433701	-0.913042157455961	-0.809462567550892	-0.486624404245466	-1.15172801280243
10326_D11Wsu99e	-0.0746479450010793	0.107332309488738	0.642954674909024	0.724497565496579	0.31807057246507	0.862019452671603
10700_8430408O14	-0.149151199670207	-0.11133739621553	-0.598581984504743	-0.79866350517563	-0.0561556995764282	-1.42284607238311
38667_LOC279067	-0.125648692571555	-0.0361831709693084	-0.862846334057462	-0.629242557314578	-0.399034696642268	-0.939519357451994
10211_1810019J16Rik	0.250608996932682	-0.0219405918484364	-0.775302518890896	-0.753629803234737	-0.0544674101457387	-1.66680827601007
23677_6720456H20Rik	-0.245297267194677	-0.371350478723658	-0.970780188716477	-0.942298813692407	-0.250616337729386	-0.69262885328124
24779_Sirt5	-0.261669397915834	-0.471639516809082	-0.882616072242102	-0.956735687301677	-0.442687118624388	-1.39949975041776
33242_Npal3	0.393119822956433	0.0876940741462418	-1.15857858626588	-1.23138521356446	-0.718452532356322	-0.968786128627296
12271_Leprotl1	0.219560595628405	0.535063262532121	-0.808359637594468	-0.875469696030472	-0.05732865773703	-1.02010080531235
18953_Pfn2	0.260994485339259	-0.236705832263764	-1.17628866757602	-1.55638535843111	-0.625673971407946	-0.784129460186693
31783_AK087671	0.268847006629657	0.322232580696962	1.00545485718922	0.84704272987009	0.184702136201946	0.655099146731297
2070_Tbx19	0.113153403250956	0	-1.79458873727326	-1.88442535252601	0.0655797124019362	-0.478396556071941
40078_Rps18	-0.0470835877957523	0.00281327006477225	-0.733362720592215	-0.536721471372403	-0.195278550964128	-0.712069522597571
36681_Timm13	-0.266533781535712	0.0006702236644391	-0.69054794403956	-0.734441215774345	-0.209049846913743	-0.697634377719682
44766_Bhmt2	0.343986320936555	-0.134676793422453	-1.19369756062816	-0.672483884715486	-0.193219851037454	-0.756694937650877
19635_Slc35f5	0.223822387836754	0.0659384274853346	-0.576956506998287	-0.765063159875522	-0.00956917923958456	-0.662651646590938
23207_Gcc1	-0.0868435490700437	-0.252803240062982	-0.789677520925013	-1.11703608259472	-0.327093414637356	-0.641898865173855
38766_EG231903	0.823933666653131	0.517955588299722	-1.4744030458527	-1.23033579521895	-0.227500165054795	-1.14785094933097
14968_1110054P19Rik	-0.0519901480099334	0.0249417770094277	-0.708938095452177	-0.558301737105295	-0.219145055510139	-0.706684053962048
12715_Rps26	-0.17008466404508	0.203541937456605	-0.810989277203152	-0.89385939233894	-0.122222324917644	-0.519414615660205
27017_Med25	0.160665457318701	-0.280600962152247	-0.796839076687072	-1.00043316094043	-0.232497802538335	-0.603107511926006
1751_NAP028543-1	-0.297867142549107	-0.0626123479436877	-0.67336495339243	-0.678912936729825	-0.224969461600079	-1.10671803773295
22414_2410003K15Rik	-0.10988413984141	-0.0640029484022124	-0.825272639864458	-0.473686482921681	-0.18373632201669	-0.877154244106426
41255_EG546361	-0.521801383458594	-0.45266393104594	-1.30315245141844	-0.889068596003781	-0.481654636376652	-1.25930229565279
13451_Mtg1	0.334472037837681	0.0627568436106529	-0.8265563401786	-0.602383824907642	0.172283091210254	-0.820730814067383
10366_Sar1a	0.247185740031897	0.206422670381864	-0.901282821339997	-0.530314742714861	-0.0696276050955274	-0.836141763032011
45192_Mycbp	-0.162935823726847	-0.0210962278193989	-0.972838912793568	-0.797951011393983	-0.511007294009691	-0.769707995008698
5683_Stx17	0.0567077199145791	-0.322837131547779	-0.769898191337385	-1.155847734152	-0.15741316248396	-0.587751200705911
15058_Nufip1	-0.112282068022646	-0.411600366690054	-1.0917710039994	-1.02804700945963	-0.460867642754313	-0.728913113180019
22585_Afp	-0.116471645367649	-0.217346271276675	-1.79287192297753	-1.79655898976817	-1.3585192548602	-1.37548481069703
23812_ENSMUST00000099448	-0.245393281812543	-0.121255960189244	-0.818779695213913	-0.577347684295221	-0.277808633639782	-0.923489339614879
40340_2900024O10Rik	0.13018960546957	-0.0387623611868396	-0.499410020148993	-1.02961463164611	-0.331314825521002	-0.968238339694714
32643_Smyd1	-0.214893738071897	0.0358690917035812	-0.797334145956403	-0.720219064953272	-0.3075605365033	-0.649292355630149
26103_Oxr1	-0.157746443889285	-0.378240931933893	-0.899677367375404	-0.67945909658887	-0.236186420237547	-0.80671541938655
42851_NAP026836-1	-0.105810414971252	-0.197911455496621	-0.926817542167552	-0.737185823328079	0.0204918668699237	-0.487743389412565
44184_Lrrc3	0.273862758919291	0.213437254776826	-0.6840396205229	-0.790732623753883	-0.26998117716056	-1.40161186718073
31505_Ugdh	-0.139369158935346	-0.504945955185381	-0.666759858124052	-1.24478655149792	-0.420027412620824	-1.3313695378296
33378_Afp	-0.0693378312814342	-0.302914775482325	-1.78576252381191	-1.83529189834189	-1.35134973411114	-1.34849259458223
42854_Dhfr	-0.115696646353064	-0.238840456285476	-0.763335123110107	-0.654504939833059	-0.201133338976574	-0.652703705046459
40699_Ropn1l	0.384406824458676	-0.253330763506783	-1.00266656163034	-0.74666122890588	-0.444318472333566	-1.5813222099347
37123_Rbm34	0.0441509737947695	-0.026016610845459	-0.876883023958347	-0.491944448503738	-0.184849606323328	-0.67352143646946
15357_2210411K11Rik	0.0881316924630126	-0.125199543078323	-1.20469323729719	-0.8631509993776	-0.190060254971614	-0.469775000288852
30655_COX2	0.00974945355371164	0.14825632050906	-0.802162693346818	-0.428124473163325	-0.0378561639176994	-0.902835859929952
18216_Ppan	0.427182669010637	0.18610253501958	-0.72414230654717	-0.830237241138505	-0.118621380607729	-0.782503506603827
9978_Cml1	0.371599449261742	0.545778988029459	1.00530717389971	1.06290833175694	0.145442793976158	0.789966125387197
9016_Hnrpul1	-0.61594378723298	0	-2.40200610475748	-1.91132650761568	0	-0.62374672559073
