,,,,TE A1 Corn Oil 10 ml/kg 48hrs,TE A3 Corn Oil 10ml/kg 48hrs,TE B1 TCDD 10ug/kg 48hrs,TE B2 TCDD 10ug/kg 48hrs,TE A2 Corn Oil 10 ml/kg 48hrs    ,TE B3 TCDD 10ug/kg 48hrs
13684,Fabp12,NM_029310,0,1.1756850615097,-1.43613081189,12.547291855787,5.5248437487316,1.4358662911821,1.6642056802267
13704,A_52_P1189140,A_52_P1189140,0,-3.6783072232966,-1.6703673791337,-1.6332963818555,1.0659764250127,-1.6263199892992,1.0697487803373
13813,Man1a2,NM_010763,0,1.349578030969,1.5423111560691,1.8836577640344,3.6708784128239,2.1444553096877,1.2304976822275
13856,Myom3,NM_001085509,0,-2.3495733090774,-1.4967180632335,1.8868396764037,-1.1679928924876,-3.3045322907264,-1.6042867624701
13991,Nfx1,NM_023739,0,2.8014701540735,3.1663141371746,1.6723570294599,2.4697386599386,2.9683287602848,1.3794659974713
14002,Mt2,NM_008630,0,-5.6207982858098,-8.3296930901299,-12.566085200763,-8.073242540921,-8.2059525239432,-5.9551540438968
14005,Ear1,NM_007894,0,-3.667726980147,-3.7721330266141,-2.0441417102592,-1.7069193434024,-1.6711637246484,-1.2105485169744
14017,Fam122a,NM_026520,0,3.9902030844463,2.9608472313813,2.6893108250931,2.486795083052,2.322496135365,1.1360854557343
14028,2700097O09Rik,NM_028314,0,-3.3976449998434,-3.1362667948831,-1.9487359633221,-1.8976582374432,-2.161488852113,1.0607486799972
14045,Cidec,NM_178373,0,-3.0163032357929,-1.6215785838281,-2.7692999637379,1.1680832599248,-1.3265786394035,1.0780226853138
14073,Nfatc2ip,NM_010900,0,-3.1291112212474,-3.847715917926,-2.387981731295,-1.3283851133528,-1.3040222450493,1.1173921088551
14184,Dgcr8,,0,-3.0009240219398,-3.7953864257368,-2.8534022541939,-2.4073431481082,-4.0979626896357,-2.6524548494517
14267,Tspan11,NM_026743,0,-1.5421762124712,-5.6613629708834,-1.7380769496491,-1.4451336043535,1.220064526074,1.2296748763533
14285,Olfr1226,NM_146967,0,-1.8274689217238,-3.0999736334722,-1.2967253468446,2.5254687561201,1.2708403631573,1.713633722389
14309,2010204K13Rik,NR_027925,0,-1.2514900468594,1.1123831456522,1.5358966742596,3.2962640959739,1.5162995287525,1.3035449155054
14407,Tex21,NM_019784,0,-1.4234853437621,-3.4614335598162,-2.3188518354746,-2.1124040915045,-3.360872212618,-2.4956805823451
14413,Hrg,NM_053176,0,3.1713122125941,2.6134608578716,2.6538293936581,3.4687100610417,2.0232660769549,-1.0078834409335
14441,Olfr462,NM_146411,0,-2.4359367079881,-3.0113830390166,-1.917856019608,-1.0180762120071,1.29042865992,1.4262905343532
14515,Vnn1,NM_011704,0,1.3471997699663,-1.3333402822208,-5.5600538779978,-2.3590166165507,-1.6534459397331,-1.7745081568422
14528,4930444A02Rik,NM_029037,0,2.7100543455374,2.7329834389002,2.305403775196,3.0660907151603,2.4284490712333,-1.0245281603712
14594,A_52_P600824,A_52_P600824,0,3.0165671685445,2.9005609780094,-1.0091536840605,1.3504732930379,1.9254799469897,1.3572348419199
14678,A030001D20Rik,,0,-1.310620630771,-3.9013148424788,-2.5964382595017,-2.5372484741276,-4.362766804417,-4.3025804544667
14766,Pgf,NM_008827,0,-2.9401873180138,-3.7862475036341,-2.6494638606174,-1.6023707180536,-1.1930441072963,1.0080334181409
14770,Col2a1,NM_031163,0,3.9312349483971,2.2501112964748,1.4415111301568,1.4743649572175,1.2184005882286,-1.3703515646391
14791,Cxcl12,NM_001012477,0,-1.7617650898528,-2.1442824939724,-3.2226860562797,-2.9575357296943,-1.9610785975944,-2.0963413461023
14811,Hdgfl1,NM_008232,0,-1.837752405984,-3.8504900014671,-2.6085429990568,-2.4370531451111,-3.9060787967629,-3.1666932766743
14878,A530064D06Rik,NM_178796,0,-4.5217547138326,-2.682007574206,-2.1822022538894,-1.7559655851704,-3.4298174058405,-2.5678993656229
14891,Heatr7b2,NM_001166066,0,-1.0809848316808,-3.1486109393219,-2.2439852607435,-1.8187541613225,-3.6599655706581,-2.4433236571037
14937,Ubr4,NM_001160319,0,-1.2862518132415,-1.4381228939057,3.3656193816871,4.3187692450444,1.0309319518594,4.5956399911181
14940,Saa1,NM_009117,0,2.0129825030753,1.3916274927297,5.294366477634,1.276732753549,1.9541189666022,1.0888478552212
14979,Leprotl1,NM_026609,0,1.5808184645685,1.2474912266439,2.0013590066887,4.3147734725107,2.2712189338658,1.032905761725
14985,Tatdn2,NM_001033463,0,-3.3187611689386,-6.0741008730044,-5.8931839854682,-2.5202463822717,-1.6425326078166,-1.7775466205643
15003,A_51_P443920,A_51_P443920,0,-1.7389536240155,-1.8306107147369,-3.4912745291095,-2.638626987338,-1.2287753767187,-1.2475868830527
15090,Hmgcs1,NM_145942,0,1.1690013158172,2.2359958851844,3.2425822423096,2.3151759374389,2.0116665753521,2.0522014966467
15094,Nipbl,,0,-3.5800080236314,-2.5297173537251,-1.2602392455335,-1.0319750559262,-1.5298505254328,1.152207505761
15103,Nrg4,NM_032002,0,-3.6118690801267,-2.0518801967382,-2.7488497354934,-1.4551775970606,-1.7521730652942,-1.147497637308
15105,Nup160,NM_021512,0,1.2910349519512,1.5112593471791,1.6786609974181,3.8402809680935,2.0682450805304,1.2425763974566
15116,Alg8,NM_199035,0,1.6169180157992,1.7284228535302,2.4671922945533,3.9619865784743,2.7011269746868,1.117652773053
15179,Ly6e,NM_008529,0,3.4415255649107,2.7130887465919,1.0588733060987,1.3798789831985,2.0464870461803,1.1671643125144
15203,A1bg,NM_001081067,0,-31.586390484235,-34.912423734309,-43.011045560758,-8.1978694886461,-42.163824792787,-2.2066832577399
15275,Cyp2b13,NM_007813,0,-9.4437177807997,-11.7397811235,-39.773151089311,-9.0772437990543,-14.730246007962,-4.2804950582289
15377,Fnip2,NM_001162999,0,-2.3389503342006,-1.5019691068385,-3.6066998351962,-2.6669753397848,-2.0073033065707,1.9070057388825
15393,Tsg101,NM_021884,0,2.3706093882974,2.9942082317492,3.9159397391836,2.1395281257799,1.7294937623014,1.1631761801471
15447,Rbm25,,0,-3.4440623091152,-2.727206353586,-1.8965399700538,1.133362137583,-1.9007193674582,-1.0290315727701
15456,Hpca,NM_010471,0,1.2361401141411,-2.2309251527263,-1.7533878790277,-1.7223166499034,-3.1037304713969,-3.2218105551771
15498,Cenpi,NM_145924,0,-2.1526627708964,-4.167311840623,-2.4909614129022,-1.8733891473126,-4.1597956841916,-4.5535698198839
15501,Asb9,NM_027027,0,-2.6446243967505,-2.8273723073929,-1.8586858812056,-1.6011867956716,-2.6081586182774,-3.1271376615909
15530,Mapre1,NM_007896,0,2.1957252695819,2.3199092685309,1.8586259652177,3.0010967739849,2.7106160154999,1.3064145239902
15531,Fmo3,NM_008030,0,-231.35026430828,-156.72201254028,-4.6023643820323,-3.8021653526067,-204.86133570049,-4.4341767452484
15536,Hist1h1t,NM_010377,0,-1.4622916497081,-3.54910624129,-2.2457427173752,-2.0381634068117,-4.2573563196825,-3.7178854088971
15538,Zfp810,NM_145612,0,1.2244690154377,1.943994357322,1.7296849235798,3.316706180061,2.4594273596959,1.2134246133098
15549,B830007D08Rik,,0,-3.5863692320317,-2.2838311912302,-1.6128315111533,1.3963490696474,-1.8087602282503,-1.0127476170937
15587,S100b,NM_009115,0,-1.7807255908442,-2.7950462589449,-2.2754589232626,-1.999953968796,-3.8303459461066,-3.6371565977256
15625,Atrx,,0,2.4672775098279,3.464248200145,1.9349644928477,1.2857040146385,2.3766104369048,-1.0282506672437
15649,Exosc1,,0,-2.7377009079574,-3.8497187296858,-1.8902837460917,-1.7577131425865,-1.8775521128128,1.0775858997666
15650,Meg3,NR_027652,0,-3.4713068075709,-3.3326215630035,-2.9091291361954,-1.6534078681717,-2.739971212938,-1.1666390254524
15671,Cxcl14,NM_019568,0,2.199262150283,1.8765709975072,3.1277785718097,3.1551426550597,1.2608603854888,1.360598538114
15675,Bcor,NM_175046,0,-1.944267425457,-2.2817181656371,-3.0599899491551,-2.3736462744405,-1.9761367738274,-1.8445396703674
15680,A730013G03Rik,,0,-2.6231915217012,-3.1227196780253,-1.5217138731236,-1.9268725949462,-4.1673502231602,-2.050595500064
15711,Trip4,NM_019797,0,3.0644603038714,3.6979837635134,2.9552552668193,1.8246644047987,1.7666600975034,-1.5669494994439
15732,L3mbtl4,NM_177278,0,-3.0107729118518,-3.8202518965554,-3.4002511799945,-2.2199541254255,-3.9020694966475,-2.4368006396922
15736,Tmem164,NM_177592,0,1.7352058373314,2.1742275777377,1.3492704217236,3.2927897410104,1.9770743421232,1.2366702121448
15776,Cyp3a11,NM_007818,0,-1.3533122094585,1.156710026195,-10.018899033968,-1.6009103043829,-1.7291990967212,-1.7439137423212
15841,Klf2,NM_008452,0,-1.870561536919,-3.7952116457571,-4.0853662802322,-2.8981509371637,-2.0241933791096,-1.1531661881354
15899,A_52_P306079,A_52_P306079,0,-1.8197218088109,-1.8082480273924,-3.3503794792868,-2.7102477964945,-1.3697174858144,1.0029914941268
15965,Folr2,NM_008035,0,-1.4492422946951,-1.6977627474517,-1.298482198321,-3.059849034655,-1.5808730650469,-1.3774726988321
16013,Tiam2,NM_011878,0,-7.770250142864,-3.4299437673111,-2.7783694821445,-2.3996284373346,-2.4825556922876,1.4393353772653
16065,Gm129,NM_001033302,0,-16.090887556931,-1.1881016526896,-3.50465280309,-2.2132985525483,-3.7546719656472,-1.0407465981529
16071,Asph,NM_023066,0,2.0368544678367,2.4604242568575,2.5261666653407,3.2787099601933,2.1839867538958,1.332551492362
16076,Myof,NM_001099634,0,-4.6037846441023,-3.0191869107238,-1.7955768603485,-1.8386412529363,-2.5549299657096,-1.5613490379697
16080,Tfpi,NM_011576,0,-1.745560878709,-2.3389611054898,-1.7579195661946,-1.9365066825504,-3.261902683224,-2.9591092529783
16128,Cpeb4,,0,3.018311093997,2.5002474902267,2.1437542580066,3.3925948618326,1.9113270227794,1.5734320779765
16137,Sdf4,NM_011341,0,2.7386781696812,3.5997140239304,1.5560552027648,1.7072731094902,2.7698930462769,1.1806924877084
16159,Cytsb,NM_001029936,0,-1.8088560217467,-1.9782993121877,-2.2666110412616,-1.3700928502751,-3.0712134425566,-2.0670024909643
16199,A_52_P583433,A_52_P583433,0,3.2158590091607,2.7140509733101,1.8084145808604,1.2126961533554,-1.3232716250215,-1.2372726131872
16232,Lyz1,NM_013590,0,-2.1602300347747,-2.1043065160798,-1.5187664679044,-3.9066274741023,-1.8048287481399,-1.6109571917924
16329,Wdr70,,0,1.4135754694048,1.2296332550215,1.6904526088359,1.4755808148563,-5.3078543852882,1.1812559253323
16331,Chka,,0,-3.5115026459712,-5.036896187938,1.0414820757576,2.6275016655755,-1.4985146737522,-1.0784107290871
16357,Fbxl20,NM_028149,0,3.2438368269699,3.511381365061,1.1898463974234,1.9046842912696,2.6541716131294,1.4899956482718
16390,Lyz2,,0,-3.2941926965893,-3.2317071566906,-1.778869135913,-5.1294877855313,-2.6252399223179,-2.246420222346
16435,Cd3eap,NM_145822,0,1.6558004641603,1.5025640714552,2.0869690092777,3.1778398004247,1.8925484219906,1.1544658747914
16539,St5,NM_001001326,0,2.9925264659328,2.0996987998585,1.840089723941,3.0484845617986,2.6440642245959,2.0804773882116
16562,Ddx3y,NM_012008,0,1.1183952142337,1.3757705226784,2.1233569108519,4.1639451491658,2.1833180238576,2.8268059710369
16636,Heatr5a,NM_177171,0,1.1127563979521,1.3724483202332,12.030121123728,11.76603131725,1.7615744393096,4.333272492836
16659,BC015286,NM_198171,0,1.8639145563747,1.510800082949,1.6812565913613,2.5678343255718,1.6322737634623,3.2005159804005
16669,Cyp2b10,NM_009999,0,-3.2102880340356,-3.5818384980669,-12.531411749414,-1.6273913377099,-2.4388158002287,-1.0051769011551
16711,Bdh2,NM_027208,0,-3.6568571873516,-2.2916537503477,-1.4667496727773,-1.5444042924043,-1.5661090528626,1.6716409443615
16739,Mfsd2a,NM_029662,0,-13.898566200032,-2.4290922031018,-6.3141806065589,-2.0696695015889,-6.9287995916962,-1.5884845678257
16753,Foxq1,NM_008239,0,-1.3111035702106,-2.5888089418182,-3.5777336030426,-2.7308949855303,-1.4562267348627,1.3708691399353
16763,Mtss1,,0,-4.6170013336514,1.0675418270552,-2.5175493933511,-1.7221580259827,-4.620308770701,-1.4056008140247
16780,Mtus1,NM_001005863,0,3.3442289337087,3.5913356777754,1.9029439648604,1.1627174757487,1.6245122852042,-1.3978159765471
16845,Npb,NM_153288,0,3.6235228138585,3.0401149145907,6.1924855237004,5.3325139469426,4.7494465006541,1.4997573534465
16905,Rbm26,,0,-3.3760976528225,-2.8716532632276,-1.2785243389584,-1.4346831577469,-1.5123071310117,-1.0124182844715
16965,Tgfa,NM_031199,0,3.2514793487434,2.9778032529213,2.5028913650818,1.7318449198609,1.8392086466095,1.2532433245368
16979,Cep250,NM_008383,0,-1.5839701754268,-3.3333813404266,-1.8870786450253,-2.106497752023,-3.9663862144969,-2.6016447851714
17036,Fam35a,,0,1.0705966990556,1.4264120532765,2.2756685104261,4.4037129263633,1.7276628710871,-1.1970566400139
17054,Dct,NM_010024,0,-4.5099424498556,-2.396166543325,1.557876406053,-2.1451961062356,-2.0521353425529,1.7041193193155
17060,Hs6st3,NM_015820,0,-3.0833938368991,-3.0379036801965,-3.1473352075858,-1.0330774931157,1.1921870498812,1.5814228149205
17077,Ccnd1,,0,-1.433494397696,-2.9033339999253,-1.6992058711812,-1.6978096590181,-3.0008618336379,-1.1478411761462
17106,Cyp2a5,NM_007812,0,-4.1524556242069,-2.0691358243108,-2.0357197965623,-1.701927281578,-2.6281793581273,-1.141702888979
17172,Cdc42bpg,NM_001033342,0,-1.2016129495699,-2.7485142945594,-1.9787867789036,-2.3117773268478,-3.3412656042908,-2.1261994427929
17186,Mt1,NM_013602,0,-1.6379400418249,-2.1412234944084,-3.6230973218917,-2.8809651181058,-2.4427948740322,-2.0697791130646
17188,Gatad2a,NM_145596,0,2.6411191854435,3.1436269262541,1.4503806598113,2.3878167810582,2.8900742465058,1.4788904347608
17193,Map3k7ip2,NM_138667,0,3.0368126512092,2.6175741915096,1.3735010634041,1.8482554692057,2.3835759785682,1.5614281330314
17217,Iqcf3,NM_026645,0,-3.5044187878255,-4.5966877138924,-2.4958989595412,-1.9653866420524,-3.9523645926246,-2.2226751806009
17295,LOC100046496,XM_001476320,0,-2.1141607219401,-2.7940939181109,-1.9298964178002,-1.3706355756639,-2.8651673927886,-3.3305273162885
17307,Mtss1,NM_144800,0,-4.9404897203795,-2.4859248746365,-2.0765194340164,-2.801753995882,-2.5919164618582,-1.5779745699434
17415,Nr4a1,NM_010444,0,-2.6003751072901,-2.4310226208206,-3.5569028219536,-2.1062358472285,-1.2337446999674,1.2555884152312
17459,Nr5a1,NM_139051,0,-2.6204567730903,-3.1263529055134,-2.5131186899356,-1.9675510075752,-1.4468649630722,-1.2669019365641
17469,A_52_P513863,A_52_P513863,0,-4.3190775303912,-3.0133737448695,-4.1178450446553,-1.7140836012027,-1.3734694377374,1.1089222564474
17487,Tcfe3,NM_172472,0,3.1334949563543,2.6469637883562,1.1797820928286,1.483190721628,1.8515139988776,1.1185574636109
17492,Clec4n,NM_020001,0,-3.1229497769913,-1.7367727643546,-1.4283084318241,-1.5394018353116,-1.0843465449158,1.0991326275241
17510,Stk30,NM_011973,0,-1.3481369124804,-3.5482482725023,-2.4391920731731,-2.0346700856503,-3.3624280501718,-2.8351432031013
17645,A_52_P916243,A_52_P916243,0,-4.4112939673396,-3.0886592621203,-4.4392438325724,-1.8107145859427,-1.9817506075128,-1.1514534888155
17653,Gbe1,NM_028803,0,-3.8163482662789,-2.2609606296771,-2.0829171700599,-1.9297009026728,-1.7708305266383,1.0414779989937
17655,Stard4,NM_133774,0,-3.5489182875271,-2.8873471308188,-1.0277280263806,-1.2293289241539,-2.1705760164019,1.3762711306697
17708,Ptprc,NM_011210,0,-3.0388551534814,-3.3091160649148,-1.9219407720571,-2.1966709160363,-1.8659027295058,1.0151672297309
17737,Extl3,NM_018788,0,-1.3666175701404,-3.5986532333371,-2.738009811059,-2.2229720385499,-4.3144058882453,-4.3666662550697
17740,Slpi,NM_011414,0,-1.9387508445182,-3.6224049613936,1.3570723439153,3.2754200261127,-1.2142043935025,1.1887241886521
17778,9230104K21Rik,,0,-3.7566176962592,-1.8347208653506,-2.8421304003497,-1.9363684593696,-2.2569918975894,-1.0088905171601
17791,Trim24,NM_145076,0,-5.3941125013859,-4.275550102247,-3.5060410769247,-3.6250917257016,-4.3512997322837,-1.9104426278376
17821,D330050I23Rik,NM_001162926,0,-5.2866918859941,-4.8764525196995,-2.7478814986113,-2.2589103744612,-3.315453948806,-1.3194441137207
17893,A_52_P195535,A_52_P195535,0,-1.8060426415348,-2.0917607037885,-1.8936032922794,-1.730258534199,-3.153581069972,-1.9003473955736
17974,Ntf5,NM_198190,0,-1.9808427487937,-4.0813139159697,-3.5753618351564,-2.2703509737294,-3.5881864347348,-1.9733676299768
18033,Fgf8,NM_010205,0,-2.2817496889563,-2.1422097913541,-1.6933900358808,-1.6514521699852,-3.7981840003407,-2.6278465408385
18089,Tssk4,NM_027673,0,-1.3573973593824,-3.0779602012367,-1.7892622530954,-2.2197752254697,-3.5832243440684,-1.8171844005579
18202,Chd5,NM_029216,0,-1.089640909411,-4.4610593382868,-2.9715428690401,-2.3908647004908,-3.6232224614011,-1.5689496260311
18206,Rasgrp1,NM_011246,0,-1.1945039769036,-1.6295774263933,-1.9586958357448,-1.7610350506252,-2.4376031363422,-3.0006200024924
18218,Ankrd12,NM_001025572,0,-4.5935135309604,-2.3785703450944,-2.2521172652479,-1.274926064797,-2.5074310528146,-1.5157479865132
18234,Fgf2,NM_008006,0,-2.7886370940924,-3.5039830769013,-3.6241903529084,-1.9149657022582,-3.2256779092733,-1.6408580045511
18263,Epha3,,0,-3.6697037019448,-3.2419327373943,-2.0497080180886,-1.4492589798097,-1.8644682836299,1.3099176683405
18333,Ccdc147,NM_001163267,0,-2.4582270880304,-3.8271721706166,-1.8269976973862,-1.8583606462013,-4.476926866915,-2.6329947914972
18335,Rab3gap1,NM_178690,0,1.9007281206145,2.1136788414046,1.6253691033906,3.2070889098212,2.0977078335035,1.3453801012741
18340,2810474O19Rik,NM_026054,0,-3.1411595772813,-1.9707793361558,-2.0776864143058,1.323168032929,-2.3070021539308,-1.054198271997
18372,Cfl1,NM_007687,0,4.9012290618795,3.2930930321201,2.2887059570534,2.0153338525,2.8743721744468,1.7863436067653
18383,Serpine1,NM_008871,0,-1.0006079451513,1.4283544757901,12.465795555646,3.7675411111144,1.5315176281176,1.2328655010394
18413,2700046G09Rik,NR_033198,0,-1.6182067186789,-1.2917575245161,2.0241234671544,1.7114412682892,1.0289702062915,3.0924949563726
18417,Ldlr,NM_010700,0,-3.092886621476,-1.9065403451235,-1.7250552134639,-1.2348747200963,-2.1492305244077,-1.0044758506186
18441,Emr1,NM_010130,0,-4.4601554966132,-4.1241077166465,-2.2368970666276,-6.4327400246105,-3.2657730439419,-1.8173015625426
18445,A_52_P477752,A_52_P477752,0,-2.469835337149,-4.1945367135357,-3.4972928500014,-3.0204941573853,-1.7489000895921,1.1645107446072
18466,A_52_P167166,A_52_P167166,0,-4.659357135475,-2.9501765050231,-2.7101791510259,-1.8304926947071,-2.2991960252426,-1.5787777602659
18611,Esr1,NM_007956,0,-2.0229353332874,-3.3839504874654,-1.2002195594671,1.24425616142,-1.6131806350234,1.4435671811162
18663,Ctsm,NM_022326,0,-1.5724288376863,-9.6501041378104,1.032805162275,-1.1629410481106,-1.0836728679004,-1.2618333455346
18670,Dfna5,NM_018769,0,-3.4862216853197,-2.7950848742028,1.6527227299487,1.9390722891561,-1.1882094443622,1.742677403762
18675,Fgf8,NM_010205,0,-1.637947584835,-1.9685207635554,-1.6367373762456,-1.7266845378647,-3.1123039218912,-2.8336682230972
18718,Pex13,,0,-3.0878059519219,-2.560100414946,-2.6470978786584,-2.1113683156172,-2.8337465213254,-2.4022046317012
18727,Esr1,NM_007956,0,-1.939876133938,-3.4513897103182,-1.1932666419797,1.2315932500071,-1.7168090738329,1.4026909662106
18749,Naa38,NM_133939,0,-1.5992008060173,-3.0645167538362,1.2057164883691,-1.0858456603436,-1.1926881381214,1.3011009680681
18788,Jun,NM_010591,0,-1.0586085565581,-1.4983076605996,-1.7768509548291,3.386943874872,1.5920107647704,1.2619670046309
18789,Zmynd19,NM_026021,0,-1.0000285540746,-1.9486686575288,-1.0121065139492,-1.4120400016213,-3.2739270636698,-1.5948285440116
18808,1700066J03Rik,,0,-2.2033881021494,-2.464676930016,-2.981727838005,-2.2181044851572,-3.7841992909266,-2.5051976751525
18809,Cul4a,NM_146207,0,2.1765367276809,3.4096594131786,1.4874452871615,1.0809562078749,1.7038250537446,-1.0558224689965
18833,A_52_P1163917,A_52_P1163917,0,2.0833584574493,-9.6304592960668,-1.295853780306,1.1043809330216,-2.2434789551035,-1.5777929093648
18852,Myc,NM_010849,0,2.2538343834542,-1.4353274809982,1.5090165399707,3.8385393761036,-1.1095224649678,2.6535238778453
18894,Myc,NM_010849,0,2.279712077242,-1.3144134667811,1.4656355818462,4.1202920470876,-1.3088654384675,2.2792134548304
18905,Dock4,,0,-4.4671342042928,-1.4591132458231,-1.1584476156029,-1.0678717558391,-1.9505765554555,-1.4764304719808
18919,A_52_P1117630,A_52_P1117630,0,-5.2671295455166,-4.4576400837421,-2.6800568099881,-1.536469699439,-2.3165410474774,-1.0208596301535
18945,D10Bwg1379e,NM_001033258,0,-3.4871931266135,-3.3642247382197,-2.9043503241535,-1.5853348255047,-1.4327354278358,-1.4688180471433
18993,Cyp7a1,NM_007824,0,-5.3331401906356,-3.4765941895939,1.5996611592564,-1.2159894304365,-5.0037084866872,-1.5976549893131
19003,A_52_P103319,A_52_P103319,0,-3.0385053124914,-8.1323301224226,1.041528839779,1.2110514667573,-1.2598823736758,1.0467134384877
19015,A_52_P941128,A_52_P941128,0,4.4108978473163,1.6310001463139,1.8384803821127,1.3225253338933,-1.0848432722115,-1.0247709367417
19032,Cnr2,NM_009924,0,1.2295200068287,-1.0900097935019,-1.6860870779421,-1.6711983569773,-1.8910238225896,-3.0639170261269
19048,Tnfrsf18,NM_009400,0,-1.0558268450235,-2.1185172276158,-1.749351170777,-1.6516347053114,-2.8130794619967,-3.6648229632256
19059,Mapk8ip1,NM_011162,0,-1.0680738937192,-1.6024039247521,-2.3300755352473,-1.6623252435902,-3.312050881282,-2.761620513403
19088,AI607873,XM_980696,0,-1.0215694808434,-5.4418428997216,-1.1316765063234,-1.6169329082331,-1.5295652205475,-1.8870786450253
19095,Phlda1,NM_009344,0,3.1105629872461,1.0966549417913,-1.6688834197729,2.3266979114469,-2.1027807858469,1.4665740628624
19134,Idi1,NM_145360,0,-3.0321312750997,-1.2919330249524,3.7113251102696,2.5007656768514,-1.4961185235423,2.4534318561832
19157,Cyp2b13,NM_007813,0,-26.227687472551,-36.644601228194,-43.524120098262,-22.148789720926,-78.076439483915,-6.9980493373149
19173,Arl4c,NM_177305,0,-2.0384450089443,-4.6769637089542,-1.1715210595842,1.0430926854962,-1.2010071696016,1.2898879926499
19175,Cdkl2,NM_016912,0,-1.2864976581858,-1.1489295514308,2.6275500663906,3.2806583121008,1.4873219933752,1.7049945691887
19176,Lass6,,0,-2.1935876886179,-1.9336238759381,-5.497598255441,-2.609323946923,-3.2826153802962,1.1091474881265
19190,Jun,NM_010591,0,-1.0595915835718,-1.6677348341242,-1.6017104166465,3.2040921651752,1.682402867912,1.5377969669686
19211,Pdk4,NM_013743,0,-1.2880804834481,-3.0461269571621,-1.5807347474976,1.2108437376705,-1.0552505811448,1.5574782840607
19236,Hn1l,NM_198937,0,2.9013959467239,2.9116019394743,3.0556668310934,3.3967454317765,2.2202710693116,2.1317830265763
19248,Ppid,NM_026352,0,-3.2294234907579,-3.027171318939,-1.4763080912084,-1.9147011582439,-2.2640707812442,1.2747411337883
19253,Ofd1,NM_177429,0,-3.0473335983302,-2.4294110359396,-1.3434917379393,-1.3601662674363,-1.483477623892,1.2883415104057
19265,Fgf8,NM_010205,0,-1.8985279710845,-2.1240366198055,-1.8260766365674,-1.74581009325,-3.5232949391237,-2.5052380544936
19392,Kif5b,NM_008448,0,2.9743563567785,2.8734325029901,3.1593155131225,2.8630899993671,1.8748218226438,1.1166351637078
19400,A_52_P434255,A_52_P434255,0,-5.5672919961344,-3.1399447040213,-2.8076566721442,-2.1075893725954,-4.1303513817394,-2.6956841183858
19416,Tubgcp6,NM_001163319,0,1.522947737325,1.3380889983992,-5.162332814697,-1.3110884756598,1.2450913042257,1.191865640584
19419,A_52_P457028,A_52_P457028,0,-5.6660708402448,-2.4807614241451,-1.2729695052711,-1.5004585410518,-2.5348251065009,1.0972017711758
19463,Sypl,,0,-3.4299674606051,-2.791187426036,-3.3030032422653,-2.0236155127999,-2.9090219618915,-1.1036505905235
19482,Afp,NM_007423,0,1.1926845679811,1.29187650526,3.1050171266484,3.2373003931485,2.3493352770666,2.4013861416476
19491,Hmgcs2,NM_008256,0,1.6978174777385,1.5117083084726,-3.2261978690268,-2.2888535201364,-1.0268551841149,-1.505878733187
19502,Trp53,NM_011640,0,3.6358084947502,2.0008014801302,2.1114315174309,-1.1460419105654,-1.4412920794673,-1.8900835398926
19549,A_52_P98160,A_52_P98160,0,-3.5252831080364,-1.7165244742983,-1.714920532009,1.1542896458764,-1.3275625725027,1.0003145457415
19588,Esr1,NM_007956,0,-1.9240307115304,-3.5279059596484,-1.2879351618152,1.1625407902833,-1.7229671607455,1.3863280163532
19615,Pcdh17,NM_001013753,0,-4.3051768866676,-3.1064759807479,-1.0961149470535,-1.0526524364275,-1.6697943991388,-1.067089631369
19698,Aldoc,NM_009657,0,1.9085432233777,3.1174751477123,2.4536691355525,2.2241496242678,2.8625956039314,1.9654318972733
19723,A_52_P543254,A_52_P543254,0,-3.1891871092574,-2.9667708281311,-1.6127460987337,-1.3295326286136,-1.5733306383316,1.2420191727748
19734,Osgin1,NM_027950,0,3.4405351567659,1.8359337265237,-1.2526374741526,-1.2457904576607,1.9803182964503,1.7584377557558
19757,Smpd3,NM_021491,0,1.4748810648466,1.9192652496131,3.7479086756497,1.4640401937367,1.2799588277944,-1.2250462916811
19767,Hsbp1l1,NM_001136181,0,3.752174261244,1.7611120960386,3.1929123742625,1.0761113202014,1.6943690115905,1.1805301957615
19809,Marcksl1,NM_010807,0,3.513985782354,3.4464977555,2.1346319233575,2.8622990076494,2.2564099180553,1.8890045326112
19844,Cyp4a10,NM_010011,0,1.1490658031742,1.3532187291917,-4.5208698038078,-2.4680047999011,-1.1018061698781,-1.5586406549075
19903,Slc6a17,NM_172271,0,-2.5304222635446,-2.4785346800449,-2.2081267552413,-1.8187248467052,-3.3405809486413,-1.3367832648511
19948,Afp,NM_007423,0,1.1080725593308,1.237048992748,3.7076608400031,3.2613919882287,2.4695225716224,2.4240523798682
20048,A_52_P120132,A_52_P120132,0,-1.4771717722995,-3.1352559448579,-2.6868721388666,-2.0159975500709,-3.2800162853629,-2.6528701921709
20076,A_52_P237357,A_52_P237357,0,-4.275786384406,-2.0655323442512,-1.7196141100443,-2.3126930751844,-3.1381666301437,1.0862845432461
20082,Car15,NM_030558,0,1.3369217846022,-1.868426421343,-2.5935104366794,-2.0786817349863,-3.1485891895631,-1.5045547634275
20089,Rgs16,NM_011267,0,-2.0649474312138,4.1878102930388,-13.367801867974,-15.362432935791,2.7383376647162,-2.5804176274403
20171,Serpinb1a,NM_025429,0,-4.7188263949978,-4.7206412823016,-11.473343602884,-4.4649849565515,-3.1033159960702,-1.6273388776569
