,,,TE A1 Corn Oil 10 ml/kg 48hrs,,TE A3 Corn Oil 10ml/kg 48hrs,,TE B1 TCDD 10ug/kg 48hrs,,TE B2 TCDD 10ug/kg 48hrs,,TE A2 Corn Oil 10 ml/kg 48hrs    ,,TE B3 TCDD 10ug/kg 48hrs,,
,,,cy3,cy5,cy3,cy5,cy3,cy5,cy3,cy5,cy3,cy5,cy3,cy5,
220,Cyp2b9,NM_010000,211.264,3215.57,135.653,1954.62,42.3608,1426.58,216.372,1054.89,115.897,1421.96,1108.12,1900.51
898,Cyp1a2,NM_009993,92451.8,37834.8,64783.8,24400,223330,37123.4,161436,30712,25548.2,13098.9,194679,18713.8
2263,Cnih2,NM_009920,142.098,171.25,118.082,93.0471,894.208,110.231,1353.31,147.885,134.321,85.0247,1965.99,603.925
2306,A_52_P1156957,A_52_P1156957,67.4123,3677.67,150.167,2222.91,131.809,2117.63,209.812,1498.55,86.1777,1070.83,655.896,1226.52
3342,Ahrr,NM_009644,17.6314,41.1015,38.543,57.0072,2190.9,164.521,1743.47,345.584,48.1127,77.1461,2013.82,1475.67
3514,Cyp26b1,NM_175475,294.319,2573.72,290.365,1674.58,122.709,1718.64,235.018,1084.63,518.016,970.697,1761.16,1550.74
3771,Cyp1b1,NM_009994,87.0899,59.6781,91.6115,38.1572,4711.29,261.789,4132.63,252.321,42.4362,36.7152,2110.12,799.237
4436,Dirc2,NM_153550,2550.41,6211.62,343.681,2591.23,5410.04,5086.28,2756.42,3778.13,3594.72,4840.91,1936.76,4116.89
7827,6030422H21Rik,,120.457,1332.02,122.663,751.852,208.977,988.887,229.676,672.661,72.1277,461.629,525.322,870.803
8055,Xist,NR_001463,18.9518,10592.2,9.71247,6045.08,4.63427,5517.23,17.1899,3363.67,16.8737,1753.88,154.831,1540.31
9527,Acot3,NM_134246,87.9441,1858.43,152.107,1223.23,114.67,1152.45,190.496,773.299,118.851,766.594,703.097,961.097
10714,Gm7231,XM_001477336,239.934,3630.01,279.594,2156.76,294.533,2121.42,251.09,1571.79,381.935,2007.08,1131.2,2073.43
11396,C730007P19Rik,NM_009286,26.0105,8735.06,28.0813,5505.01,43.7807,6381.43,124.859,4350.54,34.6739,5294.43,893.297,4564.7
13684,Fabp12,NM_029310,195.846,166.581,71.9862,103.382,2004.34,159.745,1679.06,303.91,135.46,94.3405,1411.24,847.994
14002,Mt2,NM_008630,4460.67,25072.5,1860.5,15497.3,1372.06,17241.4,1571.62,12688.1,1020.43,8373.59,969.036,5770.76
15203,A1bg,NM_001081067,87.771,2772.39,47.3913,1654.56,34.7352,1494,106.242,870.958,22.4567,946.852,739.558,1631.97
15275,Cyp2b13,NM_007813,1922.61,18156.6,983.677,11548.2,282.517,11236.5,977.12,8869.56,576.529,8492.48,1623.32,6948.6
15531,Fmo3,NM_008030,224.727,51990.7,202.479,31733.2,7351.86,33836,7023.96,26706.3,92.3515,18919.2,3446.42,15282
15776,Cyp3a11,NM_007818,186433,252302,194613,168247,25911,259601,95847.3,153443,96825.9,167431,94930.1,165550
16013,Tiam2,NM_011878,707.012,5493.66,996.982,3419.59,1326.76,3686.24,1185.61,2845.02,853.982,2120.06,2647.48,1839.38
16739,Mfsd2a,NM_029662,1216.84,16912.2,4341.6,10546.2,1860.02,11744.5,4398.45,9103.33,1044.04,7233.92,3812.53,6056.14
18663,Ctsm,NM_022326,17.5667,27.6223,112.874,1089.24,30.7689,29.7915,139.404,162.118,51.1187,55.396,714.459,901.528
18833,A_52_P1163917,A_52_P1163917,10.2911,4.93967,111.323,1072.09,7.5544,9.78938,80.1298,72.5563,7.47774,16.7761,287.271,453.254
19003,A_52_P103319,A_52_P103319,49.4716,150.32,123.602,1005.17,110.214,105.819,200.094,165.223,30.1183,37.9455,566.903,541.603
19157,Cyp2b13,NM_007813,442.229,11598.5,190.751,6990.02,146.519,6377.09,188.438,4173.69,67.2142,5247.84,672.889,4708.9
20089,Rgs16,NM_011267,4678.73,9661.33,28346.2,6768.73,501.1,6698.63,292.152,4488.16,12759.7,4659.65,1195.22,3084.17
20171,Serpinb1a,NM_025429,603.76,2849.04,391.484,1848.06,149.127,1710.98,279.506,1247.99,329.795,1023.46,1166.97,1899.05
20445,Olfr114,NM_146287,15450.7,22032,8832.85,13008,101423,9901.27,87177,12703,7169.23,8140.27,112740,16626
20968,Adamdec1,NM_021475,119.185,1151.54,217.344,657.915,601.943,711.809,332.539,531.701,207.787,491.901,1084.97,1018.4
21336,Cyp2b9,NM_010000,3274.49,76651,1666.19,47218,782.563,42689.2,2309.62,35666.6,645.561,27496.5,2136.4,22544.9
21337,Apob,NM_009693,127043,109437,44019.9,73559.1,38882.9,67923.6,36883.2,55123.1,43307.9,55253.7,5988.35,54535.1
21466,BC014805,NM_146232,63.5833,5804.74,49.445,3437.67,118.181,3258.1,194.772,2170.62,33.1624,1706.83,269.902,1649.2
22754,Cyp2a4,NM_009997,32157.6,250983,37246,156629,49523.8,174584,40064.1,121765,29806.4,155878,62088.4,156139
23794,A_51_P299527,A_51_P299527,163.507,2546.49,114.123,1687.28,104.196,1888.28,367.209,1675.78,146.433,1582.6,1385.48,3053.02
24454,Cyp3a16,NM_007820,123373,122976,73313.9,79251.6,7245.56,102193,35762.1,66924.3,54847.9,60170.6,35447.4,60149.4
24757,Ccrn4l,NM_009834,387.43,3210.12,1196.49,2075.39,801.299,1864.27,1009.61,1543.84,263.337,1306.68,1463.52,1493.74
25432,Fgf21,NM_020013,2939.19,330.596,483.452,112.651,93.727,75.6838,215.028,120.631,706.135,59.7223,589.126,618.738
25563,Fhit,NM_010210,1214.67,810.323,821.833,551.992,9741.83,897.894,6562.37,802.589,604.006,291.668,5386.34,1290.29
27478,Cyp4a10,NM_010011,21151.2,79656,17097.4,47802.8,2966.66,44922.1,4870.65,36990.3,7963.2,19017.2,7323.96,16693.2
28351,Cyp4a14,NM_007822,14059.4,152762,23876,90755.7,1057.86,107574,2668,79986,11795.3,48042,7638.52,40619.6
28764,Cyfip2,NM_133769,134.472,67.2543,93.236,55.7171,771.424,57.1105,1642.09,209.968,68.1419,69.3879,1621.87,1527.09
28925,Dido1,NM_177852,261.213,2132.15,541.119,1367.23,645.926,1447.65,454.164,890.243,249.639,716.543,946.514,861.981
29221,Cyp26a1,NM_007811,1895.9,8856.15,1029.11,5835.94,1600.11,5867.2,990.69,4715.77,421.737,3907.01,2685.95,3340.33
30425,Mbip,NM_145442,746.18,1112.95,444.383,665.234,558.935,688.796,665.11,569.448,427.036,20966.9,1335.72,2125.09
30718,A_52_P55258,A_52_P55258,347.876,1606.29,110.313,829.802,116.677,662.06,176.445,505.229,113.54,467.918,737.482,1159.02
32759,Srrm4,NM_026886,190.505,1148.37,114.849,952.256,142.087,691.101,732.992,2226.06,241.589,626.18,3283.37,7213.81
