Clone#,Gene Name,518:TE A1 Corn Oil 10 ml/kg 48hrs,519:TE A3 Corn Oil 10ml/kg 48hrs,538:TE A2 Corn Oil 10 ml/kg 48hrs    ,520:TE E1 Aroclor 1260 200mg/kg,521:TE E3 Aroclor 1260 200mg/kg,540:TE E2 Aroclor 1260 200mg/kg 48hrs,530:TE C2 Wy-14643 50mg/kg 48hrs,531:TE C1 Wy-14643 50mg/kg 48hrs,532:TE C3 Wy-14643 50mg/kg 48hrs,533:TE B1 TCDD 10ug/kg 48hrs,534:TE B2 TCDD 10ug/kg 48hrs,539:TE B3 TCDD 10ug/kg 48hrs
8821,A_52_P1061055,-1.1569297794861,-1.2947830338401,-1.2226397181855,-2.074345053213,1.0152329859866,1.0117729167846,-1.4795989007852,-1.5070442350631,-9.5965250215337,-1.2265328942662,-1.3013586406094,-1.476787473849
8862,Tnr,1,-5.2402619859433,-1.6307410362509,-1.6456785177066,-1.2056565225404,-1.8450536543207,-2.3240207428813,-1.121343835769,-1.4356084304021,-1.777710346198,-1.6164005889138,-1.1888317630661
8900,Arhgap19,-1.0516608335019,-1.7813776534804,-1.6052585804814,-8.5146931185484,1.3369094711543,-1.2276068411994,-1.7013669807967,-1.3371188151946,-1.6666561146573,-3.3158433115241,-1.5953500857077,-1.2768327101791
8903,5430433E21Rik,1,-1.4405289810904,-2.4148769156037,-1.3757958655414,1,-1.5447777303874,-1.4178196791241,-1.1412770917745,-1.3147706480677,-5.0724759896998,-1.483327334833,1.1211370374732
8908,Slfn10,1.4440592075167,-1.2893238014692,-1.3275717430118,-1.4365045304213,-1.3787705548427,-1.3532000339132,-1.2926561001551,-1.280790212067,-6.4284459983639,-1.1427317654829,-1.6761388793644,-1.4786418708637
8972,Irg1,-1.8105728344614,-5.9493976832428,-2.0915102630173,-1.6374083471592,-3.0199725815615,-3.2796990950033,-3.0360575529913,-1.3388872319158,-1.5542540224246,-1.0470955164665,-2.0623434893971,-1.3735042260108
8984,4933439F18Rik,-1.0021853571248,-1.0743970321667,-1.0257567889087,-5.1407679426979,1.6199738346496,1.4836415929593,1.2527473709697,-1.1031498239097,1.5323889089256,1.5917468533491,1.2319177137804,1.2131737368422
8995,Gtse1,1.4528139455954,1.4149431793221,6.5407115972778,5.5955270557281,1.0661732942041,-1.1796014561728,2.7790988851379,1.1057027761463,2.5762499716018,5.2620988237106,-1.0121173506526,1.2649052642078
9003,NAP102507-1,-2.235064188035,-3.7205573217683,-2.5113775058343,-6.8133076556994,-1.6577803975168,-1.4394016626352,-2.5950396626336,-2.692222813005,-1.3545436354029,-1.7141862216815,-1.8978461360866,-2.5163844917291
9016,Hnrpul1,1.5325618130166,1,1,1,1,1.4092368792602,1,-1.0733100600815,1.4625475679724,5.2853773591924,3.7615513944123,1.540870000919
9017,BI659524,1.9111685935938,2.5443918745591,3.3024480913639,1.3899302280044,-6.5143486735662,-1.5369296890706,-1.0083463950904,-1.145053029201,1.7298283084045,1.2158390840742,-1.1080391360841,1.027100167395
9055,Mpst,-1.4938913066619,-3.0234166471311,-1.31770137768,-2.2193203733782,-3.6011316617864,-5.5264723308422,-2.6955351534923,-1.0076252919647,-2.8142456275178,-3.0677149302082,-2.6160437335249,-1.9476548648916
9064,Zfp112,2.2202812940613,1.5207261009111,1.2748526762655,-6.840785927191,1.5647321285589,3.4465533069281,1.0952120160834,-1.1082299938286,-1.0655447656341,-1.0887152342784,-1.3613882564751,-1.2047704310476
9070,Havcr2,1,-2.6870639350155,-1.6642861536514,-6.5852762776087,-1.6336123199361,-1.2386140441695,-2.4182099288948,-1.3290398406776,-2.4361779048452,-1.152450551305,-1.8482724923461,-1.0330261134185
9078,Ptgis,1.4891621869164,1.3986369580556,1.4200544594292,-1.2546384704676,-1.1009652209504,-1.1451323930705,1.2927692102288,-1.0889970417485,-13.186210366815,1.2628739357253,-1.4146565019851,-1.0005968538293
9086,Slc35f1,3.4658997760499,1,1,1,1,1,23.488214265531,1.2281279068889,10.155469355497,1,1,-1.0269786143318
9097,5330417C22Rik,1.113147717171,3.9388459890642,1.016836717499,3.4699802265508,-1.1884956595491,-1.9708610198168,7.0175255091934,-1.1789098599863,1.8769123847441,-1.2011775316296,-1.2110877184376,-1.2100981583877
9112,Hsp90aa1,-3.7176970772218,-5.0879870819749,-3.6497658224829,-4.3058014532429,-1.9527066263194,-1.8011297512267,-4.4210558371227,-1.9353031344275,-3.297068726593,-2.0278041148671,-2.6960938142923,-1.6390907522216
9159,A_51_P310910,1.3595118581116,1.9564961606708,1.0170107651663,-1.17818909851,-1.3416369170702,1.3229547806264,1.2227869636844,-1.1699176688022,-16.733238456541,1.3710332899903,-1.0934000766484,-1.4018450097985
9161,Sipa1l1,1.7871005974147,1.6524829986498,-1.0610430377556,-1.3343660998685,-1.0058940749098,-1.2905445466733,1.2708462156069,-1.8319094373855,-15.549627868036,-1.0385530846822,-1.0699712293025,-1.9386079973395
9162,1700105P06Rik,-1.8387089922312,-4.254563402509,1.3754474420927,-1.5538818715628,1,1.4215659090805,-1.3641370357551,-1.1283421193027,-5.6850069505875,1.1873867545309,-1.4394878381798,-1.0696029695698
9166,Ipo11,2.2399019095624,7.4083416079426,8.8399946056997,2.5380723623665,-1.0773325956302,1.9586146562781,-1.6027065063707,-1.0036114327867,2.8553411220606,6.5472511408275,-1.0549131352988,1.0101839405201
9184,Acbd5,2.405038317377,7.3567330956141,1,4.2755599470763,-1.3049113241635,1.2414190342844,1,1.0002505940981,1,1,1,1.2845381290731
9205,L3mbtl,-3.0787540773094,-1.4983732116703,-1.2295200068287,-2.0093796517268,-2.2450344002244,1.1014059036119,8.1399174393925,-1.1605354204448,-1.1553748242982,-2.8183959104274,-1.3932209616643,-1.4457293573327
9207,EG229862,1,1,-7.19122703289,-1.1204794607699,1,1,1,-1.1081172102792,-2.2382417892235,1,-1.3490374310953,1.077228413369
9232,AK079832,1.5792431434213,1.9262604154538,1.3979930102195,-1.1746787164236,5.2156567246696,1.254442039841,1.0101958498869,-1.1123270533515,1.1167053582403,-1.3752225974533,1.5675593759393,1.0120128104354
9310,Cops2,1.3841973070899,1.9452973716337,3.0691633253311,7.62531870483,-1.6902618914572,1.1073900066061,4.3769440992884,1.154012731114,4.5741036334409,9.3182852312142,1.271068628665,1.1368762659255
9332,Blk,1.7263824006081,-2.5237364487173,-1.3790277324836,-1.428920279953,1.2085710862134,-3.803382465858,-1.7800409770231,-1.1841905744547,-6.0204922267629,-1.6642056802267,-1.6331158732437,1.0329164643708
9333,AJ543404,1.2217456460433,-2.4053816858195,1.5395400810638,-1.6734741182524,-1.6581468873427,1.4919834304136,-1.4942146839712,-1.4172582704242,-14.083804891915,-1.5437038951763,-1.0228988491739,-1.3749946235235
9337,AK040540,-1.2628012409502,1.3443643893692,-1.2518041874731,1.4767976751707,-1.5430890874811,2.3591687128756,5.9371360371944,-1.0323127706679,-1.0362677916237,2.3781267607518,-1.3239421228477,-1.1048814952628
9349,AK035243,-1.4960530711101,-2.6552596752572,-4.099680384748,-2.1943100894343,5.4750362630053,2.3711716835469,-1.5164322080873,-1.4756113940266,-1.6208282591164,-2.7487104908909,-1.541373897063,-1.3119431007365
9351,Adamts2,3.370241328915,3.4280488339755,2.2805153510785,6.0958321484879,1.304574844584,-1.5009112056034,5.5380516267172,-1.0523007986284,2.1057266811192,1.5809713506604,5.025878669337,1.0536978647925
9370,C730007P19Rik,-28.840979111706,-5.8906063334162,-5.4053397933677,-2.4361218104218,-17.706388950731,-26.607250597988,-7.4781642544124,-1.207377838259,-1.9395411581229,-4.216062108329,-2.0528206132999,-1.2309360757763
9390,NAP123621-1,-5.8149502036793,-5.6406220397485,-2.0884303694978,-2.5859730826262,1.0789949200191,-1.0657933349317,-4.4796594543647,-1.0574596383652,-4.1205956526102,-4.709241905914,-2.1190246072477,1.1002239637631
9414,Aars,-1.4063421715086,1,1,1,-1.2211879211146,1,6.5137637059882,-1.2211477117624,-1.669698280813,2.2042964437878,1,1.0089434842333
9415,Olfr1262,1,-1.5497120144306,1.0234447440477,-1.2260393240784,1,1.3367370947902,-1.3159124625643,-1.2266176230834,-10.430136689511,-2.7698994241987,-1.6312630536648,-1.2399746312953
9418,Lgals2,1.7627389462824,1.2186166286494,1.5549413043472,1.2121043225677,-1.2588100455216,1.0456715688824,-1.1029580633049,-1.0519345029608,-9.2318130252299,1.5908638014337,1.0983334238455,1.2363131823776
9431,4930526H21Rik,1.6269904359456,-3.9353104608258,1.5976108450842,-1.2466349546568,-1.6307410362509,5.2121271284354,-1.3014904928048,-1.1090486563496,-1.1599690456029,1.3273944577297,-1.309721630213,-1.002253477988
9433,Rag1,1,1,1,6.3713432073009,1,1,1,-1.0191481958435,-1.4593114835005,1,-1.9677412958284,-1.231754336722
9451,6230426I18Rik,-1.5170608469082,1,1,3.1514251747676,-1.7609377349208,-1.8893699338164,5.8376224038535,-1.281046811943,1,4.4040272752182,1,1
9485,Adh1,-5.0380909114604,-1.2794785220336,1,-1.4244821122076,2.4127759763171,1.6163112657843,-2.4751926116173,-1.1429564952284,-1.4817706899394,-3.0125342973302,-1.1389241449513,1.0923688316413
9499,BC061212,1,1,-1.1076570091022,-1.6878933416763,1,1.7449420158607,1,-1.0181477128346,-17.688459029413,1,-1.6017952446069,1.0415993495037
9504,Fgf23,1,-2.3269925882017,-1.5365192301684,-1.6455155852354,-1.117508152238,1.6478132853616,-2.0245383134307,-1.1400269025161,-5.2913440398109,-1.0870819881957,-1.21328492068,-1.0909498828724
9511,9630055L06Rik,-1.1276886257134,1.5954786609149,-1.6720451482515,-1.1902431753947,27.098796275091,10.378390319753,-2.0144523545775,-1.2321355835676,1.6224487979262,5.2987203572534,-1.1599268457171,-1.6454170757531
9517,NegativeControl,1,1,1,1,1,1,1,1,1,1,1,5.059807564628
9522,AK053437,1,5.5940713330981,1,1,1,1,1,-1.2550658132908,1,1,1,-1.0174285495851
9527,Acot3,-21.131970707042,-8.0418691059567,-6.45004879335,-9.0595369367542,-35.32319672208,-20.453611376873,-5.0251959374286,1.1497883395942,-3.9865663809869,-10.050091135228,-4.0593827323306,-1.3669480191761
9539,Smc2,2.4462227454034,4.4336050182305,3.5806428119327,8.6802053595585,-2.368999668768,-1.2096301414473,2.6608414667165,1.4204632427837,5.94843883091,2.8674509652603,11.140379873306,1.1756734209733
9546,RP23-336F11.32,2.507777491147,5.330856597987,4.3064360263501,2.1889155173144,3.672298709181,1.4641008743825,1.8129632469119,1.0824860292933,1.4425271638831,2.68113078936,1.300537861567,1.6311916889081
9560,Xk,5.0999509595494,3.0641357367524,1.1719624581225,1.0682332702595,1,2.8268710613992,-2.1632165654073,-1.1905948509619,-1.1495326209365,1.9994290603736,1.2950782209468,-1.0079522995638
9574,4930578I07Rik,1,-1.027159057223,1,-5.0578506360607,1,1.686615161443,1,-1.2420923872163,-1.4507981730042,1.8967408601472,1.1412647407696,-1.0667705063958
9581,Shc4,-5.584161884922,-4.9309545552824,-1.5137041444275,-2.8918316060414,1.204996817768,-1.1553349197546,-2.9684312844986,-1.8004290015661,-2.3543227540017,-3.8466706161282,-2.2782165371619,-1.2479828004703
9585,S100pbp,1.2781887771384,1.495687967981,1.0501112229989,1.1069369892204,1.0848560118004,1.0447404260967,1.4290453134233,-1.2425495030515,-17.078510851182,1.55401783943,-1.2452607512396,-1.3119340381859
9586,AK076762,1,1,1,-1.197570804976,1,1,1,-1.0372467912457,-5.0795004133326,1,-2.6527846751182,-1.2086478949764
9589,AK036173,-8.737958947804,-2.5359226343307,-1.7433315905904,-1.2575220241593,-4.538914479411,-3.4930194186007,-6.9238874553354,-1.2374447002522,-7.9784219343463,-2.8829426293487,-1.4147770296973,-1.3172675700083
9602,Olfr586,-6.5627672170625,-2.6530595611695,1.6056208533127,-1.4221486717097,1.1756306497594,2.2225574720469,-2.3672765715514,-1.1176751626456,-1.3126985333033,-2.1378784028663,-1.4219489340192,1.184938744392
9616,Baiap2l2,-1.2202974394712,-1.5213249926216,5.7887660748782,-1.095467253889,-1.5455177598795,-1.320894098988,1.8463031047408,1.0039363980284,1.1869308010479,1,-1.1351529967457,1.1846252901376
9624,D130079A08Rik,1,5.2700168039011,1,1,1,1.1918401181972,1,1.024493482728,1.0239640278074,1,-1.6947904182993,1.4877295867831
9674,Olfr262,1,1,1,-1.2169423361021,1,1.2991850069034,1,-1.0644586610723,-6.5529069333569,1,1,1.23315054727
9677,Eraf,6.5338175034973,1,1.2303965366601,-1.3482052066093,1.565528578468,-2.5703839456861,1.5829383466593,-1.0906773643799,1.0356900405874,5.1853371569457,-1.303070761113,-1.0115427459811
9753,Adam33,-6.234663234211,-1.900141748257,-3.7354850273471,-1.7114688536856,-1.2444068698456,-1.8110773535011,-1.0632529589613,-1.0363341271814,-1.3563600822993,-1.5012049922926,-1.5507757457867,1.0670021634515
9755,Myom1,-1.4110974271033,-1.0608615278407,-1.1028171214697,-1.1524985827457,1.6835886916071,1.3561164996824,-1.1147064138514,-1.2066919069129,-16.992215215177,1.5426414625828,-1.2638513596764,1.0902422294929
9760,C030046E11Rik,1,1,1,1,1,1,1,-1.0118705589394,-7.1268398548281,1,1,-1.0689921105248
9816,Serpini1,1.7039427538749,-1.6992528226231,1,7.5920664391021,1.3720312399866,1.0511030589853,1.1214313686327,-1.0385530846822,2.8132737893535,1.0966425686686,2.9846334363083,-1.1341312050487
9853,Egr1,3.5330843008166,-1.6641443697531,1.2555808983959,-1.7704758207141,-5.6406480158327,-2.1150322797979,-2.3000538285289,-1.1850787207224,-1.9041098515177,-1.098089401862,1.5672886913989,1.03638304641
9879,Cd40,-1.0553647881246,-1.5589780482767,-1.3399851948998,-6.2731980675322,-1.1971128703599,1.1526023481055,-1.3758655608217,-1.1406434212623,-1.3837161187022,-1.4749387986422,-1.6509807137592,1.0810311291801
9918,Suv39h2,6.5807440534066,1.0041145032629,1,1.8517527573085,1,-1.586039503161,1,-1.1005617123883,1.2773502578512,7.6034903658818,1.8142786920859,1.0227741194746
9927,BI079333,2.8796784740373,4.1405592153958,4.6327301084128,7.337920462125,1.4579848123068,2.8308509272609,3.5327833102303,-1.0019964803154,3.2482990117856,4.7674044771995,2.1643874148573,1.1385400179239
9929,Invs,8.1506078792733,3.0776979835916,2.6970251729369,2.3708495757773,4.2677404579872,1.5423111560691,5.3334594804296,-1.0794722937393,1.4764304719808,3.2450918970404,1.2376105418883,-1.1904566901027
9930,6330408A02Rik,2.316791760589,2.9222744435211,2.5634390746129,-1.1523383088373,1,1.1319537954359,1.5858569141261,-1.1325826385327,1.4590359740239,6.6558725917962,-1.2042626028799,1.1099019131656
9933,4930563E18Rik,1,1,1,-2.0720632110152,1,-5.3584847614961,1,-1.0543223184753,-1.4648832056332,1,1,-1.2377587353465
9963,B230315N10Rik,1.1955028065549,-1.6603589976767,-1.6463190365283,-6.6028434424326,3.1036304205603,1.888647899599,-1.4681519287611,-1.9201227798102,-1.6327285991784,1.0213365875343,-1.4586429590912,-1.4823678932964
9964,A_52_P506920,-1.6977744752217,-2.4114596531039,-2.2258556690737,-5.336284799688,1,-1.1081917175816,-1.4826512224615,-1.1780694665472,-1.439564074693,-3.3326062157494,-1.6534497469375,-1.2924180060317
9988,AK078597,1.6401893967214,2.8277629502966,1.5468314730924,1.7818658314216,-1.5096942467089,2.180032659978,3.5474476887622,-1.1326186276815,2.5725984284498,11.859871949617,1.5631728378072,-1.2000852556494
9995,AK039784,1.7163663838321,3.3493227548329,1.9033778016566,3.5443858982712,-2.248686952477,1.6556517785993,2.3376581395586,-1.000706735686,2.0129685979328,5.0136383074933,1.4241115214078,-1.2288444150388
10001,BC028777,2.3448064496115,4.9600836412075,1,6.5015963061116,-1.8011753716041,1.2418298648135,8.1329855372062,-1.0472319894607,3.332023072461,7.2102612361726,2.2983914636832,1.0984146079438
10014,TC1647355,2.257828756158,1,1,9.3730082653926,1,1,4.8371883696394,-1.214171123832,2.0368779181254,6.0457891936711,1,1.7745408447915
10015,Nt5c1b,1,1,1,-2.26501456993,1,-5.8479681682789,1,-1.2005584255951,-2.5663743145047,1,-1.4012189433614,-1.4728651964909
10016,AK048774,1,-1.6455307410638,-1.5709161335751,-2.2675767739247,1,-8.4549491500941,-2.3696979890565,-1.1870994396925,-1.0980628535179,1,-1.2641802466204,-1.0114827252249
10023,AK047876,-1.7138586470345,-1.1401489719672,1,1.1519395782784,-1.2181021226736,2.1503492411375,5.0184777153867,-1.0895460736816,-1.1915983687176,1.9816730354911,-1.0041325837277,-1.0923547462078
10040,5830467P10Rik,-2.5548123095457,-1.8382137062317,-1.0505124409238,-1.0781584723363,-1.3764105729144,-1.2013786231001,5.3522328593383,-1.1152432413767,1.6570820006512,3.0765005707923,-1.3419366061539,1.082002339996
10063,Ntrk2,-15.386505627044,-2.6135631610461,-3.5992913277095,1.2981832461651,-1.2335043915118,-2.9014560737464,-2.6284214335396,-1.0117652987164,1.3833147252947,-5.4907794549813,1.0992617082696,-1.2109126049762
10078,D130059P03Rik,-1.1402497875612,2.3005940910757,1.9452884132289,2.5269113144252,1.0057125046136,-1.5083634492077,6.4926501204482,-1.056673704335,1.1402865454639,1.729159280899,4.28236814671,1.1844327301319
10089,Snora69,1.6011904825446,3.1754772084683,1.8942138162588,6.7260021220762,1.0297649364663,-1.01503900209,2.5123781053646,1.2032254241894,1.5276364068746,3.5727448345794,2.4025144033847,1.1485031746673
10092,Pard3b,-1.8101559826532,-1.6374611318187,-14.443418660591,-2.9907216871089,2.0974083855298,4.5413502709352,-1.7149363270835,-1.6639298008821,-1.24283192334,-1.6163819795215,-1.4791117939451,-1.2776502962654
10095,NAP057143-1,1.6587846200079,-2.417792354892,1.1963181728491,-1.6611543966532,-1.2506304541646,-1.1271720208755,-1.334267783763,-1.5914023681689,-9.391327807313,-1.6854388486343,-1.0970850576835,-1.9840700436846
10101,Lamc2,-1.367794962747,1.5774332831149,-1.1961372077151,-1.5698602754936,-1.4714381099786,-4.7642988978379,1.0161100573817,-1.0960793606703,-8.2223318358322,1.925174054172,-1.3088865350559,1.1230461413416
10132,Ifng,-1.0939226131627,1.0306530670838,-1.2882999798517,3.8611884641194,-2.0290324841389,-1.406934891099,5.2174945008647,1.028925901495,1.6200558995354,2.4153384778536,1.2763859059462,1.1536460940411
10142,Ar,-5.1293460545041,-3.3520076414136,-1.1887657938868,-1.5541502406275,-4.0961985547078,-4.940137080128,1.3423723560611,-1.1162914541986,-1.2341066712513,-1.6293485557849,-1.3106840064293,1.0795729642942
10176,Cttnbp2nl,1,-2.0660793640309,-10.256519262514,-1.5013121523365,1,-1.5580665362326,-1.87194894612,-1.3107594576373,-1.5647537462814,2.1255777727913,-1.6524259248946,-1.0773626119131
10180,Mphosph9,1.3806322061415,2.2501320208611,1.1916367819297,1.0897733921845,1.3391431372165,1.0664151346696,1.6352305794242,-1.3222756488421,-33.393350815748,1.9755953714588,-1.00197078325,-1.8573211319015
10188,St6galnac5,-1.4774268928555,1,2.2994183879633,-2.0924736609015,7.9695169748207,-2.5762796319464,-1.066422255677,1.0061273620991,5.2779223926402,2.7690576654835,1.6683570465871,1.2209649586652
10192,Maml2,1.3156155560233,3.0353935014411,3.3144616623979,5.0263994594164,-1.1010656141452,1.2328717463662,2.2583227002496,1.0586468265695,2.4047116090523,1.7459387340307,2.4275098455214,1.303043757511
10245,Vps26b,8.9649113628916,2.1191807485032,2.0639206676604,-1.0866943273322,-1.9653323371629,2.8032446372644,-2.1003467543263,-1.038401244623,1.1110725036707,2.5263469899013,-1.4276146632105,1.0526548602521
10247,Srfbp1,1.5362645177112,2.9814944139518,2.9333305139049,7.1420354251085,-1.6134332398252,1.2115205915472,2.0737528696137,1.2304526331748,3.36451911482,2.6260984297022,6.7644267765796,1.2460219702296
10271,C130070B15Rik,-1.2606833003876,-4.4437743722033,-1.8801218645453,-2.882378435801,1,-12.857602642839,-1.426678117333,-1.2804216240575,-2.7244698110933,-3.1488936998576,-1.4861306802016,-1.1513103264556
10273,AK028585,1,-2.1954826024672,-2.1427129777157,-2.9905977346365,1,-11.741943870291,1.492323575643,-1.3477054977291,-1.3123116975028,-1.4658684581395,-1.5583822753289,-1.4908570384514
10298,TC1597394,-3.3258066702532,1.6546075435676,2.6250767167568,-1.029427107095,4.4506967042663,1.3643632094982,2.2440110957273,1.1793048917648,1.8708027515885,5.2442936298497,1.0191915867961,1.160066538551
10302,A830091E24,1,1,1,1.2648615766822,1,1,1,-1.1857340734394,1.5140910768912,6.588734385514,1,-1.1425325981907
10328,Alas1,-5.4087137810025,-1.5676062993467,-4.9144395793874,1.5096594851144,1.0691210980398,1.5100140909363,-1.0770262789139,1.1697075685412,-1.3328737041975,-2.0633552151305,1.15657553114,-2.5099611535777
10351,Erg,1.0179312096825,-1.2909160487136,-1.7468475294571,1.2975496952042,3.7421052650799,1.4504775121666,1.7169158108233,-1.1399394930691,-7.1018255493351,2.308739854533,-1.0279528619377,-1.2239613388279
10355,Slit2,1,-1.3395563887642,1,-3.2884330168397,1,-10.261716210548,-1.1591541649122,-1.1367163323858,-1.2128193016292,1.8529726109575,-1.2372996782752,-1.1217144124964
10427,Clic5,-1.0414777591846,2.6175983003698,1.4384408234757,4.0145234583246,-2.337512812343,1.5761080964228,1.7317133300907,-1.1030367954134,2.1386070787666,10.262188790925,1.3519853946647,1.0123817089297
10440,4921528I01Rik,1,-1.2810792592661,-1.7305812737632,-3.0726210393503,1,-5.0882799784853,1.0555786557077,-1.164479104693,-1.7252697194661,1.5891833270587,-1.404843673396,-1.241445904221
10478,AK031920,-2.2684750134024,2.6760855931993,1,3.8604506052845,-4.8850610995981,-1.8575178677581,10.101363509756,1.8897571622114,1,2.0050398102559,2.1253722211356,2.1269731128306
10485,B4galnt1,-1.1345130609119,-1.0258954413563,1.170549543683,1.095138633613,1.0740129056423,-1.0333360954757,1.0007006802342,1.7319565796286,1.3657273290582,-1.4328904890023,1.2813477186454,5.1417623515357
10518,3222402P14Rik,1.4050086564601,2.7520796564161,3.0849917005293,3.4348675884963,-1.2936893412597,1.0298325156433,5.0078464024912,1.1754839400775,1.487476112205,1.6941622484792,2.2392263704701,1.1007170659496
10525,Dusp18,1,1,1,-3.0109739628282,1,-7.9152566262208,1,1.0248219058505,1.234801362449,1,-1.596945150894,1.1207075559218
10526,Hivep3,1.7497983392418,2.9518276738012,1.3775107603352,-1.1956836757095,-1.6974383112698,-7.4441651592822,1.6692139286592,-1.0655987441662,-1.3120669618687,4.8249409210822,1.4096652695533,1.0391085062107
10528,NegativeControl,1,1,1,1,1,-6.3123198966949,1,1,1,1,1,1
10530,4930519G04Rik,-1.8009182536649,-5.7757182578907,-1.4827195026457,-1.6786648626823,1,-1.7575067432175,-2.5715087119796,-1.201323022229,-1.1923487479502,-1.9612185846511,-1.679434227405,1.0737285475904
10553,2610029K11Rik,3.9144883059357,3.4221654313554,3.0407169848028,3.147596110656,-1.337599198924,-1.0862237642654,5.3135527944059,1.0161311147187,2.0127090529035,5.0368729922272,1.5123280244512,1.0327323943125
10572,AK054208,-2.0102820739956,2.3235017290592,-1.445859190842,-1.2909665812514,1.0491812000477,-1.7578062325853,1.9849610992841,-1.2050445419657,-1.1026574091621,6.0463460570781,-1.2598823736758,-1.7749004519775
10580,Slc27a2,3.5555435298958,3.7239170625457,1,1.4275653559984,1.6006117474172,2.3251715476505,7.0634682928252,1.0509682594689,1.8138693402285,2.0015986526049,2.5990402185907,1.4361142779182
10589,A530058N18Rik,-1.206189378978,-1.7215395322697,1.9995349518551,-1.1787301711159,2.0611471587304,2.4803273376431,-1.4067891172226,-1.1975548115324,-1.1375104628522,13.671305871864,2.0823369235186,1.1361304506803
10614,Mnat1,1,1,1,1,-1.1173262448018,-5.4078171656196,1,-1.0186204948014,1,1,1,-1.0060220275433
10664,3000004C01Rik,3.6976602106218,1,-1.2903484367253,1.214488201273,1,1,7.1496041991622,-1.1659099268266,1.6198768542349,2.267785635082,-1.6974734880997,1.0354165442229
10690,Stat1,-1.7313704461534,-2.4753236999455,-2.273610153174,-1.7268634598476,-1.8136897558135,-1.7171925672593,-2.3892082185978,1.0452409115139,-7.5747098185978,-1.9122822769161,-1.9007675103168,-1.0170521916352
10709,B930036N10Rik,-5.0292589794782,-1.7757916109557,1.2374783227053,-1.7951179929865,2.2740342423696,2.1698714218135,1.3923069787937,-1.1006620687885,1.1029296195379,1.2588714955871,-1.3816785010141,-1.1417909594554
10714,EG638251,-15.129340597769,-7.7138821574397,-5.2550396840199,-4.3987370371317,-3.5249097336512,-4.9867316701579,-2.9885119722757,-1.0788520720127,-1.6623175883172,-7.202678003022,-6.2598510569891,-1.8329473906559
10722,Xlr4b,2.0991670463365,1.8082563547015,-2.7716666740961,1.8401914138668,2.4844027425811,-10.38867117305,-3.0513357687296,-1.1308898338746,1.3716521861156,-2.8859579573542,4.3980483553381,-1.2269594220618
10769,NAP053178-1,-1.0750117223623,1.3817134972128,1.439915477766,1.3736180847026,1.4007060355474,1.3298663589512,-1.0403661181912,-1.1665552163512,-14.472381425155,-1.2173520740267,1.4440459073011,-1.0623570394795
10770,Il18,-2.2211096551796,-2.0830946330983,-1.3529757107163,-1.3218129426847,-1.1903029227632,-1.0880080283287,-1.5019656484308,1.0600401136779,-5.5993420721187,-1.4054907768057,-1.4105841513157,1.0595415688566
10788,Olfr1143,-6.1516270790198,-4.4803299663509,1.1112991956275,-1.7993017402601,-1.427476607308,1.004658631903,-4.3310679757606,-1.1027564331463,-1.5630324699094,-4.6591318410301,-2.1560061731343,1.1543893195595
10794,Casq1,-1.6871706040979,-5.0418625282453,-1.7394502019016,-1.6967388346176,-1.204948540561,-1.1114576004095,-1.8844299585167,-1.2153288290255,-1.3691372927741,1.4385136922341,-1.4960771848309,-1.0070766579614
10817,NegativeControl,1,1,1,1,1,1,1,-1.0718613226531,1,1,1,5.8884636708708
10820,Map6d1,1,1,-5.1063314350669,1.4533358948592,1,-1.2186191540236,2.2715588881712,1.0826926786082,-2.029396934422,1,-1.1924075027651,1.1863258670263
10847,AK140063,-1.4825078443092,2.2084572659579,1.3939975163782,2.2698543987939,-1.4743106406057,-1.1098030141648,1.1706287878892,1.0826079201973,2.4604979073307,1.2870072695903,6.1868416421611,-1.0775370205806
10854,Znhit4,2.5720179785169,1.3008163891036,1.0308818657158,-1.6388567718758,1.3422858129068,1.2414507637398,-1.0143180175018,-1.5463507168202,-9.4410652678013,1.0753724349454,-1.6191235887608,-1.4712653264396
10855,Lilrb4,-2.0705990003253,-1.669659835032,-1.2109087014614,-1.2912727912831,-1.7048022111816,-1.1610862980718,-1.5222816068649,-1.1002786856848,-10.777797015072,1.1015111559945,-1.3979511638735,-1.1514548144761
10857,Jag1,1.6649377484559,-2.1692469724846,-2.0522771039366,-2.7214978778362,-1.4479114416591,1.3006336922685,-2.1940322148165,-1.6830770573428,-11.238025158178,-1.431050632646,-1.8699887767199,-1.3767687506887
10860,AK032526,1,1,1.1502835259828,-2.6453065056449,1,1,1,-1.069557407781,-16.951963164092,1,-1.5847070864653,-1.3083110214976
10866,TC1608296,-1.4372588780695,1,-1.1784343684473,-2.7856849636675,1,-8.1244692636108,1,-1.1250781748967,-1.1064663228838,1,-1.71711348944,-1.5365404581127
10867,TC1668212,1,-1.8739456892565,1,-2.0496136277195,1,-8.1120010835577,-1.7532506153578,-1.0700926965969,-1.1134984068527,-1.1680692740308,-1.2384144192614,1.0766994718008
10935,Mmp9,5.9282566890174,-1.168515560405,1,-1.1841314065524,-2.2253637021299,2.5593283061749,1.1131705291491,-1.2490289368546,1.6436373439228,1.4236557941652,1,1.0685193714433
10942,Ypel1,1,-1.3593616076115,2.1400651757389,1.2571977642084,-1.2452165953124,2.7265910197946,1.3769875068429,-1.0618943253896,2.4350394410327,9.5953981501118,-1.0915564494269,1.0401414415991
