34474,Cyp1a1,8.673E-5
23295,Htatip2,8.714E-5
38709,Cyp1a2,0.00014325
42290,Htatip2,0.00045004
38541,Selenbp1,0.00050758
25960,Higd1a,0.00142833
10818,Rps20,0.00432886
898,Cyp1a2,0.00445319
38228,Elovl5,0.01229155
25982,Creg1,0.01758694
31505,Ugdh,0.01852978
36786,Hsd17b2,0.02977969
13358,Rps20,0.04321701
