12																							
1178	4125																						
1179	5352	8892																					
1180																							
1181																							
1182	15649	18447	25084	43610																			
1183																							
1184	27426	36966	43421																				
1185																							
1196																							
1197	1605	2139	7099	17877	19895	21278	26169	28130	29928	30722	42584												
1198																							
1199																							
1201	3341																						
1202	1857	21802	39832	43646																			
1203																							
1204	15406	22971																					
1205	8220	22979	25521																				
1206	19246																						
1207	18689																						
1208	1684	20762	26894																				
1209	32414																						
1210																							
1211	21233																						
1212	19898	24405																					
1214																							
1216																							
1217																							
1218																							
1219	23471																						
1220	34728																						
1221	11696	40537																					
1222	15479	20204	35783																				
1223	7310	26035																					
1224																							
1225	8132	8263	17431	21578	23946	24292	31459	39868	42292														
1226																							
1227	38010	44405																					
1228																							
1229	8873	42393																					
1230																							
1231																							
1232																							
1233																							
1234	3949	11249	19991	24863																			
1235	11151	37990																					
1236	20776																						
1237																							
1238																							
1239	9885	20331	23055																				
1240																							
1241	34944																						
1242	2947																						
1243																							
1244																							
1245																							
1246	41993																						
1247	19675	26235																					
1248																							
1249	2247	36401																					
1250	32709																						
1251																							
1252																							
1253	3636	5166																					
1254	1326																						
1255	4202	18724																					
1256																							
1257																							
1258	30628	32701																					
1259	28228																						
1260	5670																						
1261	18236	19270																					
1262	16384	42186	43415																				
1263																							
1264	13037	39102																					
1265	23597																						
1266																							
1267	6004	33437																					
1268	23808																						
1269	3090	19780																					
1270	5283	28669	32261																				
1271																							
1280	27885																						
1281	13261	22137																					
1282																							
1283	14949																						
1284																							
1285	25893																						
1286																							
1287																							
1288	10121																						
1289																							
1291	19814																						
1293																							
1294	16537	26337																					
1295	14186	28651	42092																				
1296																							
1297	41333	43320																					
1298																							
1299																							
1300	5855	25303																					
1301	26614																						
1303																							
1304	19399	37788																					
1305	26395	35696																					
1306																							
1307	25947	35997																					
1308	14165	44869																					
1310	41345	42018																					
1311																							
1312																							
1313																							
1314	3998	8346	9799	11834	15916	16696	17543	19068	20369	21175	22359	23565	24530	30520	31972	32996	35419	39552	40734	40955	41373	41472	44361
1316																							
1317																							
1319																							
1320	6364	32726																					
1321	6746																						
1322																							
1323	26281	43651																					
1324																							
1325																							
1327	2372	5211	22341	25093	29550	30353	32093	40805	42502	43686													
1328																							
1329	26981																						
1330																							
1331	17196																						
1332																							
1333	2926	18555	30458	39934																			
1334	35507																						
1335	28831																						
1336	26278																						
1337																							
1338																							
1339																							
1340	17900																						
1341																							
1342	34431																						
1343	7218	16901	19539	23494																			
1344	22202																						
1345	10427	23495																					
1346	14362	19865																					
1347	16130	30817																					
1348	9346	9617																					
1349																							
1350	13563																						
1351																							
1352	16058	32580																					
1353	28742																						
1355																							
1356	29810																						
1365																							
1366																							
1367																							
1368																							
1369																							
1370	16233																						
1371																							
1372	34114																						
1373																							
1374	12138	31502	40080																				
1375	19743	28113																					
1376	15889																						
1377																							
1378																							
1379	35290																						
1380	8875	11775	13182	17513	20508	24445	25829	26836	27460	27689	39830	43136											
1381	35436																						
1382	17976																						
1383	7858																						
1384	41588																						
1385																							
1386																							
1387																							
1389																							
1390	18790																						
1392	18602																						
1393	2312	15904	17236	25988	42936																		
1394																							
1395																							
1396																							
1397																							
1399																							
1400	23353																						
1402																							
1403																							
1404																							
1405	4127	31147																					
1407																							
1409																							
1410	9300	31017																					
1411																							
1412	21697																						
1413	15655	27592																					
1415																							
1416																							
1417																							
1418	40201																						
1419	37201																						
1420																							
1421																							
1422																							
1424																							
1425																							
1426	10412	21390	29978																				
1427	6391																						
1428	26550																						
1430																							
1431	12264	27739																					
1432	4086																						
1433	19833	22751	31429	43801																			
1434	8556	42428																					
1435																							
1436	8581	10221	11871	15934	17297	17458	30999	31078	31362														
1437	5834																						
1438																							
1439	5710	6930	14876	15148	19505	21655	22468	22931	23519	25930	31489												
1440	18832	19905																					
1441																							
1449	14337	22675																					
1450																							
1451	12567	15984																					
1452																							
1453	11841	21417	31922																				
1454																							
1455	22610	44637																					
1456																							
1458	33939																						
1459																							
1460																							
1461																							
1462	39535																						
1463	7952	12075	16402	20978	21940	28462	29002	39004	40192	41508													
1464																							
1466																							
1467	18450																						
1468																							
1469																							
1470																							
1471	14530																						
1472																							
1473																							
1474																							
1476																							
1477	24706	31261																					
1478	26966																						
1479	12163	17263																					
1480	14157																						
1481																							
1482																							
1483																							
1484	40132																						
1485	24444	38985																					
1486																							
1487																							
1488	12045	15340	23135	43175																			
1489																							
1490	21404	26518	38252																				
1491	19534																						
1492																							
1493																							
1494	44860																						
1495	29520																						
1496	23312																						
1497	25252	37033	40330																				
1498																							
1500																							
1501																							
1502	24113	24930	35496																				
1503	5511	6977	9883	14630	16507	18794	22698	36886	41344														
1504																							
1505	18293																						
1506	4391	8304	8740	10615	19033	23748	34507	40440	40657														
1507	32264	33787																					
1508	10026	10041	10334	16386	25454	32056	33933	34238	38395	42761													
1509	4611	14435	28575																				
1510																							
1512	5722	35147																					
1513																							
1514																							
1515																							
1516	12671																						
1518																							
1519																							
1520	24566	24579	35708																				
1521	6658	26072	33590																				
1522																							
1523																							
1524																							
1525	14364	35805																					
1526	5843	25892																					
1535	8535																						
1536	20489	37989																					
1537	22769																						
1538																							
1539	32386	36620																					
1540																							
1541	19045	27942																					
1542	15252	17922	36690																				
1543	10234	15320																					
1544	2129	31821	42651																				
1545	25585																						
1546	29635	38035																					
1547	28144																						
1548	12030																						
1549																							
1550	14610	29615																					
1552																							
1553	20383																						
1554																							
1555	1662	45147																					
1556	12416																						
1558	21262																						
1559	39350																						
1560																							
1561	1813	36787																					
1562																							
1563																							
1564																							
1565	32441																						
1566	32140																						
1567	7982																						
1568																							
1569																							
1570	42243																						
1571	7382	9098	13119	13784	24515	30043	33912	34095	38101														
1572																							
1573	24741	31580																					
1574																							
1575																							
1576																							
1577																							
1578	15909																						
1579	31366	32005																					
1580	5457	5534	8242	9158	40608																		
1581	19208																						
1582																							
1583																							
1584																							
1585																							
1586	38278	41438																					
1587																							
1588																							
1590																							
1591																							
1592																							
1593	4933																						
1594																							
1595	10968	28201	39340																				
1596																							
1597	3236	24413	27808	35233	39854																		
1598																							
1599																							
1600	4655																						
1601																							
1602	30889																						
1603	19760	25372																					
1604	24389	36377																					
1606	24612	42023																					
1607	18751	27732																					
1608																							
1609																							
1610																							
1611																							
1612	36681																						
1619	12506	23259																					
1620	6181																						
1621																							
1622																							
1623	4864	13064	30167	32316	36874	37928	39511	41407															
1624	6247	17267	20794																				
1625	3365																						
1626																							
1627	9566	31139																					
1628	2597	7600	13477	13586	14493	17872	20488	33822	35186	43109													
1629	32432																						
1630	17407	44605																					
1631																							
1632																							
1633																							
1634	5492	6728	11344	12201	29675	32030	33128	34844	44307														
1635																							
1636	28544																						
1637																							
1639																							
1640	8447	8880	10132	14194	25681	27585	29945	32254	35646	41889													
