http://edge.oncology.wisc.edu/agilentarrayinfo.php?arrayid=
http://edge.oncology.wisc.edu/agilentfeatureinfo.php?featurenum=
Zt20 fx/fx
Zt20 CreAlb
Zt8 fx/fx
Zt8 CreAlb
Zt4 fx/fx
1
2
3
4
5
20089	 Rgs16 	NM_011267 	0	-8.0947604293323	-12.32281702728	7.3826962433217	-6.9183097091894	1.4857098408899
20390	 5830409B07Rik 	XM_985015 	0	1.3884460202718	1.291486884144	-4.3881958260035	1.0466464385522	1.3391863067867
22454	 Mt1 	NM_013602 	0	-3.4257131912659	-8.7893751192727	-1.0900057777648	-7.4989420933246	-6.2892086055855
22467	 As3mt 	NM_020577 	0	1.5494979285925	-1.7215910649274	1.2113013465283	-3.4197944251371	1.0247416778431
22904	 C730036D15Rik 	NM_145368 	0	-1.973004155704	1.022056653991	-3.0971340294937	-1.702158508395	-1.7909934600817
23154	 4930455C13Rik 	AK015459 	0	1.3373528267383	-6.4694148338419	1.0743218285248	1.0573043037422	1.0385341931349
23234	 Aatk 	NM_007377 	0	2.135580762301	-3.4704916194142	1.1804717543767	-2.8906798823655	1.4402636502844
23380	 Ppp1r3c 	NM_016854 	0	-1.2348053429847	1.4095224583214	-3.6070735675557	1.3427649611379	-1.5877751478351
24067	 Cxcl1 	NM_008176 	0	-3.9624336214435	-6.0307177073527	1.9920443356119	-14.454397707459	-4.7675801181066
24169	 Dbp 	NM_016974 	0	-3.6097738958051	-3.1627364224865	4.4926853150156	-1.4288939585111	-1.4371198895339
24757	 Ccrn4l 	NM_009834 	0	-1.3646899711096	-2.1990241557139	1.8771414514965	-1.9230917289102	-5.4274646062364
24898	 Mt1 	NM_013602 	0	-3.7444324476733	-7.6969382079632	-1.0831103353083	-7.5509222766543	-6.6885503392949
25013	 Mt1 	NM_013602 	0	-3.9218321281944	-7.850584635575	-1.0905116260628	-7.8523563461007	-7.0128734183755
25202	 ENSMUST00000006171 	ENSMUST00000006171 	0	-1.1965537164196	-2.6738004989808	1.1299897394136	-3.7153522909717	-1.9051316849667
27430	 Ddit4 	NM_029083 	0	-1.7040212251454	1.0470079998611	-2.4330217986047	-1.8323144223712	-3.7996972977713
28039	 AK077046 	AK077046 	0	2.4433686652033	2.324031445417	2.9011086903695	2.5351286304979	3.3901740870214
28351	 Cyp4a14 	NM_007822 	0	-2.6914418432135	-2.8988250126962	4.4744947206056	-1.2006045917613	4.5346419357176
29633	 Chka 	NM_013490 	0	1.2516949498231	1.4514363653034	-3.5913852942541	1.5812480392704	1.0817407743587
29731	 Mt1 	NM_013602 	0	-3.9332450067616	-7.7586292610098	-1.0428033075786	-7.9067862799983	-6.9065474517782
31716	 Clpx 	NM_011802 	0	-1.0532709350028	1.1390880611056	-3.6036947743374	1.3677288255958	-1.1374193178347
32531	 Kcna7 	NM_010596 	0	2.381754530544	2.2462495338984	2.6466042160788	2.4322040090738	3.3058108444257
32533	 Abcg8 	NM_026180 	0	1.3975424231483	1.2662370010323	2.2682922032826	3.2433961734935	1.3020570098695
33108	 BC057022 	NM_001004180 	0	-1.1016123599377	1.1382228502914	-3.2797972696939	-1.0909378253154	-2.4942443665344
33149	 Tcfeb 	NM_011549 	0	-3.7975631105227	1.0629746315985	1.3762901446894	1.3458603540559	1.2027941301526
33235	 Gfra4 	NM_020014 	0	-6.0430752189154	1.5533560026165	1	1	1
33285	 Olfr1218 	NM_146818 	0	-1.5753280280807	-1.8247190244019	1.1253535881303	-3.2210687912834	-2.5953384448147
33844	 Car3 	AK075630 	0	-1.1589825576305	-1.2359292199842	-3.2230496817274	-1.7701089583174	1.1086015973028
33961	 Clpx 	NM_011802 	0	-1.1289489396418	1.2054053092461	-3.3872402394436	1.297179270984	-1.0487734873533
34125	 Moxd1 	NM_021509 	0	-1.5165474390337	1.6821549581302	-6.8932019151234	-1.1665409801471	-7.584203892693
34336	 Spon2 	NM_133903 	0	-1.525502768002	1.2249594149433	-3.0136582388263	1.5958791472367	-1.376860687447
34421	 Lpl 	NM_008509 	0	-3.7880002587767	1.8454063046402	-4.4654887543541	2.6730064086633	-2.6867731526622
34445	 C2ta 	NM_007575 	0	1.1066806079646	1.026182726498	-4.0263451394985	-1.1378892643466	-1.291070625058
34615	 Gli1 	NM_010296 	0	1.0366004666228	-1.0014580272124	-4.9163976227017	1.064878356127	1.0779298535737
34984	 A_51_P281078 	A_51_P281078 	0	1.2604162682595	-1.7432472950725	-1.0589427955366	-3.0269134281013	1.0302527916618
35102	 Cyp4a10 	NM_010011 	0	1.3976100019495	-1.5602493129033	4.0458520750887	1.361444682466	2.2588427581396
35206	 Lcn2 	NM_008491 	0	-2.6646121264289	-4.3804729212272	1.053107243622	-6.3973483548265	-5.552441607919
35508	 Hsd17b9 	NM_013786 	0	-1.0045342759474	1.5530841945873	1.1616695348588	3.2433961734935	1.6224786848128
36493	 1110067D22Rik 	NM_173752 	0	-1.4521183048243	1.2658959196207	-6.2834186971534	1.0237643446433	-1.6182141708134
37722	 NAP026914-1 	NAP026914-1 	0	1.0219258619216	-1.4904211333906	4.0887541694594	1.4060475241299	3.0475581424399
37806	 As3mt 	NM_020577 	0	1.2377390701935	-2.0723447251467	1.0715671712356	-4.1591061049402	-1.0229696758469
37962	 Alas1 	NM_020559 	0	1.1058046198255	-1.4521483977697	2.2190342220829	-1.1365799747502	-3.0495376529167
38588	 AK038845 	AK038845 	0	2.5857349166715	2.4929295181531	3.0755939646441	2.6424087573219	3.6449535651587
38792	 Gprk5 	NM_018869 	0	-2.5321999740422	2.2680206268792	-8.8760348758552	1.482518085146	-3.6242237330889
38989	 1300013J15Rik 	NM_026183 	0	2.0546696220261	-2.2707064835498	1.6603551745632	-3.1915378551008	1.4230855209947
39384	 Mthfr 	NM_010840 	0	-1.1862906297	-1.1618139853586	-4.4026990507207	1.0889300933334	-1.6050109512031
39567	 Abtb2 	NM_178890 	0	-1.2587714958325	-1.1140592784223	-3.2622632219554	-1.2181478415074	-1.252558735118
39761	 NAP065150-1 	NAP065150-1 	0	-1.2620570872247	-1.4520714948153	3.323012691714	-1.170038089423	-1.1163641976452
40950	 Mt1 	NM_013602 	0	-3.3588994248096	-7.2356408170457	-1.1017620269195	-7.2945751025457	-6.0264838907956
41118	 Prei4 	NM_028802 	0	1.1008661043275	-1.1102820024354	3.1854955299919	-1.3304544179781	1.8845167417216
41666	 C730043O17 	AK050399 	0	1.1579475815122	-1.0936098167339	1.2374327331589	-3.2583670100201	-1.2555430257947
42136	 Acot1 	NM_012006 	0	1.0570747521908	-3.1256547102087	1.1036254324413	-2.2438819237828	1.5539355416681
42522	 LOC432995 	DV055726 	0	1.5252885144532	-3.2935328538502	1.1557233825638	-2.8379190284416	1.3664130464852
43176	 Spp1 	NM_009263 	0	-3.1589154358521	1.1151698006405	-2.5865566819302	1.9142559250211	-1.3592395413072
43313	 Cyp2c55 	NM_028089 	0	-5.2403826488238	2.2213960741083	-6.7376120376131	3.0338911841943	-4.9047739892873
43715	 1300013J15Rik 	NM_026183 	0	1.4563172709982	-2.9487231541815	1.2482388633018	-3.8194427084005	1.2208235546558
43969	 Sfrs3 	NM_013663 	0	1.1282992514052	-4.249589692895	-1.030554822678	-1.6180800376431	1.0041328380588
